id,kind,etag,snippet.title,snippet.description,snippet.publishedAt,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.localized.title,snippet.localized.description,contentDetails.relatedPlaylists.likes,contentDetails.relatedPlaylists.uploads,statistics.viewCount,statistics.subscriberCount,statistics.hiddenSubscriberCount,statistics.videoCount,status.privacyStatus,status.isLinked,status.longUploadsStatus,brandingSettings.channel.title,topicDetails.topicIds,topicDetails.topicCategories,snippet.defaultLanguage,snippet.country,status.madeForKids,brandingSettings.channel.description,brandingSettings.channel.defaultLanguage,brandingSettings.channel.country,brandingSettings.image.bannerExternalUrl,brandingSettings.channel.keywords,brandingSettings.channel.unsubscribedTrailer,brandingSettings.channel.moderateComments,snippet.customUrl,brandingSettings.channel.trackingAnalyticsAccountId
UCI50ljcX8Y8jYzuCHhiHIBg,youtube#channel,SzCk2BcLetC-0hOf0xjNYF0a2TM,Tiffany Melendez,,2013-07-15T15:22:34Z,https://yt3.ggpht.com/ytc/AKedOLQpy8TN8U0HQ1er-yyNdgGMQXu2bHaKGq6YCP40Vg=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLQpy8TN8U0HQ1er-yyNdgGMQXu2bHaKGq6YCP40Vg=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLQpy8TN8U0HQ1er-yyNdgGMQXu2bHaKGq6YCP40Vg=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,Tiffany Melendez,,,UUI50ljcX8Y8jYzuCHhiHIBg,25.0,10.0,False,1.0,public,True,longUploadsUnspecified,Tiffany Melendez,,,,,,,,,https://lh3.googleusercontent.com/OB_sZSfaS9o_4mW3-LGpp62uVYKsAq9Pi6-cMdY8fm49hfYY7rKy0nr_z8Rs50i077cgH_cD58Q,,,,,
UCoAfyyz6W2Ii7T6e-j_91iA,youtube#channel,JLCebEf_R5bf4Z6NjMU8LDTY1HE,WTF_ENIGMA,"Description
Enigma is an angel sent to our world to destroy the music we know today but only to help revive itself and expose nothing more but its raw potential. The music that people listen to nowadays poisons the mind, scars the soul and kills the passion. But don’t fret; Enigma is here to rebuild what is lost and to finally get rid of all artists that infect it.",2018-09-10T02:56:30Z,https://yt3.ggpht.com/D-VOUUnE6jZyrTnOFnLtwJzYIImkW_SfuNqI-E9FEDk48TX8NXrMDl000Yoa2dMFpz3MiHagEQ=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/D-VOUUnE6jZyrTnOFnLtwJzYIImkW_SfuNqI-E9FEDk48TX8NXrMDl000Yoa2dMFpz3MiHagEQ=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/D-VOUUnE6jZyrTnOFnLtwJzYIImkW_SfuNqI-E9FEDk48TX8NXrMDl000Yoa2dMFpz3MiHagEQ=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,WTF_ENIGMA,"Description
Enigma is an angel sent to our world to destroy the music we know today but only to help revive itself and expose nothing more but its raw potential. The music that people listen to nowadays poisons the mind, scars the soul and kills the passion. But don’t fret; Enigma is here to rebuild what is lost and to finally get rid of all artists that infect it.",,UUoAfyyz6W2Ii7T6e-j_91iA,5021.0,1370.0,False,3.0,public,True,longUploadsUnspecified,WTF_ENIGMA,"['/m/068hy', '/m/019_rr']","['https://en.wikipedia.org/wiki/Pet', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",,US,False,"Description
Enigma is an angel sent to our world to destroy the music we know today but only to help revive itself and expose nothing more but its raw potential. The music that people listen to nowadays poisons the mind, scars the soul and kills the passion. But don’t fret; Enigma is here to rebuild what is lost and to finally get rid of all artists that infect it.",,US,https://yt3.ggpht.com/o8sGrg_dmJOmeIl-so2PIlA5f0oC3nnh_0bPp3IZZZ6eXhPThIhl08yirBMwNy5QvFwiUU10kw,"wtf_enigma wtfenigma enigma ""Drama channel"" ""beauty guru"" singer artist dances performer wtfenigma.com tv entertainment ""Enigma Sings"" ""enigma music"" ""Armand Wtfenigma"" comedy ""Drag race"" ""enigma wtf"" ""Dota 2 WTF Moments 116"" ""Playing enigma mid"" ""Enigma game""",,,wtfenigma,
UCHKF_1sB6wGq6liSRco4xLA,youtube#channel,FJ4VMnV1hDCkTvHb-gjATgpCRnc,Lil Kyoto,,2020-06-11T19:16:26.859435Z,https://yt3.ggpht.com/ytc/AKedOLQVvJm6KQI7dQY0qz4_-ddCiC4g04jOtlOZqw=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLQVvJm6KQI7dQY0qz4_-ddCiC4g04jOtlOZqw=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLQVvJm6KQI7dQY0qz4_-ddCiC4g04jOtlOZqw=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,Lil Kyoto,,,UUHKF_1sB6wGq6liSRco4xLA,0.0,0.0,False,0.0,public,True,longUploadsUnspecified,Lil Kyoto,,,,,,,,,,,,,,
UCiM1bEcISoW7QsfpTs8YHrw,youtube#channel,KBtJRo3ECsu70uOwQd-Ika1dbIQ,WAHB 50YY,"I was born in 1964. 50YY stands for 50 years young. I choose to say 50 years young rather than old because I always like to think of myself as young because that's what I am at heart! I am all about having the right mindset and attitude in life .our mindset is what will for the most part shape our lives. In this channel, I want to share my experience and journey,  and hopefully motivate others to keep healthy and young just as I did, because most often the question I am asked is, what's my secret!  I have never liked the fact that most people over the age of 40 tend to give up on themselves thinking that their bodies can no longer be strong and super fit, most just surrender and subscribe to the notion that from a certain point it's going to be an uphill battle to keep in shape, dynamic and feeling like they did in their younger years. 
I am so excited to share all my lifestyle hacks on how to keep in the greatest shape ever, with explosive strength and living life to the fullest!",2011-02-26T18:36:25Z,https://yt3.ggpht.com/ytc/AKedOLQX7mgVReQSi1m336lJDurYFlu4aM3LFHwB1vLZ0g=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLQX7mgVReQSi1m336lJDurYFlu4aM3LFHwB1vLZ0g=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLQX7mgVReQSi1m336lJDurYFlu4aM3LFHwB1vLZ0g=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,WAHB 50YY,"I was born in 1964. 50YY stands for 50 years young. I choose to say 50 years young rather than old because I always like to think of myself as young because that's what I am at heart! I am all about having the right mindset and attitude in life .our mindset is what will for the most part shape our lives. In this channel, I want to share my experience and journey,  and hopefully motivate others to keep healthy and young just as I did, because most often the question I am asked is, what's my secret!  I have never liked the fact that most people over the age of 40 tend to give up on themselves thinking that their bodies can no longer be strong and super fit, most just surrender and subscribe to the notion that from a certain point it's going to be an uphill battle to keep in shape, dynamic and feeling like they did in their younger years. 
I am so excited to share all my lifestyle hacks on how to keep in the greatest shape ever, with explosive strength and living life to the fullest!",,UUiM1bEcISoW7QsfpTs8YHrw,610549.0,2840.0,False,64.0,public,True,longUploadsUnspecified,WAHB 50YY,"['/m/019_rr', '/m/027x7n']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_fitness']",,US,False,"I was born in 1964. 50YY stands for 50 years young. I choose to say 50 years young rather than old because I always like to think of myself as young because that's what I am at heart! I am all about having the right mindset and attitude in life .our mindset is what will for the most part shape our lives. In this channel, I want to share my experience and journey,  and hopefully motivate others to keep healthy and young just as I did, because most often the question I am asked is, what's my secret!  I have never liked the fact that most people over the age of 40 tend to give up on themselves thinking that their bodies can no longer be strong and super fit, most just surrender and subscribe to the notion that from a certain point it's going to be an uphill battle to keep in shape, dynamic and feeling like they did in their younger years. 
I am so excited to share all my lifestyle hacks on how to keep in the greatest shape ever, with explosive strength and living life to the fullest!",,US,https://yt3.ggpht.com/D4toKX1Rc1ws6wLCy38bA2YwiGJI-RRH48wgt2Urr-GcUCOAynAA5DxI8jFFQWXGA-tXbi9eag,"Health fitness fit ""six pack abs"" MMA ""mixed martial arts"" kickboxing thaiboxing ""Muay Thai"" boxing cardio ""high intensity training"" ""interval training"" ""strength training"" ""weight loss"" ""get in shape"" strength stamina discipline fight confidence happiness balance ""well being"" ""mental balance"" sport sports",okMDPdl3daU,,wahb50yy,
UCwBUY2F407crcwaJOogucZg,youtube#channel,In29USBA2tjGUyVcr6SYItepCCo,Lauren Tam,"keep living
-",2019-10-12T06:32:41.518896Z,https://yt3.ggpht.com/ytc/AKedOLS3kaZpyBbsyD8M7d88-95B8E2OfftORZwtNqxw=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLS3kaZpyBbsyD8M7d88-95B8E2OfftORZwtNqxw=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLS3kaZpyBbsyD8M7d88-95B8E2OfftORZwtNqxw=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,Lauren Tam,"keep living
-",,UUwBUY2F407crcwaJOogucZg,0.0,10.0,False,0.0,public,True,longUploadsUnspecified,Lauren Tam,,,,,,"keep living
-",,,,,,,,
UCfZz4BA-prtRdpbeWqdtcCw,youtube#channel,8c7-niL9fOY2xm_-bLVL_zl2M-w,sarahi Momo,,2015-03-27T20:38:15Z,https://yt3.ggpht.com/ytc/AKedOLTeEgZ2QpY3rrGtjc414zi1YNjFEXh7tRVhedW84w=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLTeEgZ2QpY3rrGtjc414zi1YNjFEXh7tRVhedW84w=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLTeEgZ2QpY3rrGtjc414zi1YNjFEXh7tRVhedW84w=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,sarahi Momo,,,UUfZz4BA-prtRdpbeWqdtcCw,0.0,37.0,False,0.0,public,True,longUploadsUnspecified,sarahi Momo,,,,,,,,,,,,,,
UCuP1I-9-WZWtnHegu-Sf2iQ,youtube#channel,2UqnMTV55kvk2IX1RZ8Y7ftKN9o,whatfffd,"Check out what I really think on Instagram.
Jimlee74",2011-08-05T22:20:51Z,https://yt3.ggpht.com/ytc/AKedOLT3e4Gj21DcOAb1vFgls5LSuC0B2AgE6nhcIVsx=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLT3e4Gj21DcOAb1vFgls5LSuC0B2AgE6nhcIVsx=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLT3e4Gj21DcOAb1vFgls5LSuC0B2AgE6nhcIVsx=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,whatfffd,"Check out what I really think on Instagram.
Jimlee74",,UUuP1I-9-WZWtnHegu-Sf2iQ,1845.0,73.0,False,3.0,public,True,longUploadsUnspecified,whatfffd,"['/m/0bzvm2', '/m/025zzc']","['https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Action_game']",,,,"Check out what I really think on Instagram.
Jimlee74",,,,,,,,
UC80VB98RpkPBJ_U03sP-p0w,youtube#channel,8QbFyzw-rR7hQYgQOI-6Mk6mMKA,《•Hunni BunBun•》,,2020-09-04T14:15:32.529684Z,https://yt3.ggpht.com/TvZCBuAlS8ugMUhjNjlVelKUMwWm_S3bou34pMHxBLZdSGoUm87vDvE89F_fdUBGEmg7tHVszA=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/TvZCBuAlS8ugMUhjNjlVelKUMwWm_S3bou34pMHxBLZdSGoUm87vDvE89F_fdUBGEmg7tHVszA=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/TvZCBuAlS8ugMUhjNjlVelKUMwWm_S3bou34pMHxBLZdSGoUm87vDvE89F_fdUBGEmg7tHVszA=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,《•Hunni BunBun•》,,,UU80VB98RpkPBJ_U03sP-p0w,2564.0,60.0,False,46.0,public,True,longUploadsUnspecified,《•Hunni BunBun•》,"['/m/02jjt', '/m/02vxn']","['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",,,,,,,https://yt3.ggpht.com/ESUYGLDsydqPfU8ckeCU0lNPJdfq6Ecz5bT0IzBbdB6_tN9Ko5yglPDx3mYZz51RLg_b-bgD-g,,,,,
UCdcVgRjVueUHve0nC973UbA,youtube#channel,bKB-2TMTlvYd91PX92blyZOSg5s,yvzzi,,2019-02-19T16:36:17Z,https://yt3.ggpht.com/ytc/AKedOLS9s_EueqDVSPQHoktl0N5PiyMpGHGjSb8XTajqMA=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLS9s_EueqDVSPQHoktl0N5PiyMpGHGjSb8XTajqMA=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLS9s_EueqDVSPQHoktl0N5PiyMpGHGjSb8XTajqMA=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,yvzzi,,,UUdcVgRjVueUHve0nC973UbA,0.0,1.0,False,0.0,public,True,longUploadsUnspecified,yvzzi,,,,,,,,,,,,,,
UCua7wsVuARfE9ZxTKZ0iS4w,youtube#channel,JttA2mmyRQDwoLEO0Qlo7NAl2GY,David but with a b,"╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝   or have ligma
",2020-10-28T13:44:05.811365Z,https://yt3.ggpht.com/UbLmjyqxITw8AyBEx-V4ruvv1y9X9W_3F3vDnUaVNCjnyxhrKqQs5Z34AQr10DqHyAupp2DEA-I=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/UbLmjyqxITw8AyBEx-V4ruvv1y9X9W_3F3vDnUaVNCjnyxhrKqQs5Z34AQr10DqHyAupp2DEA-I=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/UbLmjyqxITw8AyBEx-V4ruvv1y9X9W_3F3vDnUaVNCjnyxhrKqQs5Z34AQr10DqHyAupp2DEA-I=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,David but with a b,"╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝   or have ligma
",,UUua7wsVuARfE9ZxTKZ0iS4w,863.0,62.0,False,16.0,public,True,longUploadsUnspecified,David but with a b,"['/m/04q1x3q', '/m/0bzvm2', '/m/02ntfj', '/m/025zzc', '/m/0403l3g']","['https://en.wikipedia.org/wiki/Puzzle_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game']",,,,"╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝   or have ligma
",,,https://yt3.ggpht.com/IYcQ46i4JHR99h0EJvbxJdyrWmurzJO1AMXLWSK1DiyeYfPJ9KsQBEtxpNFaLelqbDwAepc6NQ,,,,,
UCkvdvt4snRxm3yXoOMtJeuQ,youtube#channel,4oPXLi8K9VExucrioUfKv3-hxd4,minimalist ann,,2017-06-12T16:46:18Z,https://yt3.ggpht.com/ytc/AKedOLQhNHb_9sBSYRlhsuPONU_pjOj8eokD0wWHiPh39w=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLQhNHb_9sBSYRlhsuPONU_pjOj8eokD0wWHiPh39w=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLQhNHb_9sBSYRlhsuPONU_pjOj8eokD0wWHiPh39w=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,minimalist ann,,,UUkvdvt4snRxm3yXoOMtJeuQ,0.0,1.0,False,0.0,public,True,longUploadsUnspecified,minimalist ann,,,,,,,,,,,,,,
UCPUlHp62jl0FpZZA3pcYVSA,youtube#channel,riVzQ8ENZ9yzGN0mc_RNLyBkjeY,Ernest Harper,,2020-09-29T11:21:03.946292Z,https://yt3.ggpht.com/ytc/AKedOLSNKRT4U9R_tXZHlLr7ZkHm8UE0DnGNbGydyQ=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLSNKRT4U9R_tXZHlLr7ZkHm8UE0DnGNbGydyQ=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLSNKRT4U9R_tXZHlLr7ZkHm8UE0DnGNbGydyQ=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,Ernest Harper,,,UUPUlHp62jl0FpZZA3pcYVSA,0.0,2.0,False,0.0,public,True,longUploadsUnspecified,Ernest Harper,,,,,,,,,,,,,,
UCxH4IVfEhXVTLkCRINhow4w,youtube#channel,P1nQSeWtR0lUvl7-vhbXUgCGXtc,FRACTALXCO,%346326,2017-03-06T06:26:16Z,https://yt3.ggpht.com/ytc/AKedOLSOE108xESRMepy0iebA5aBSjatcTKn0m8tDY6Grw=s88-c-k-c0x00ffffff-no-rj-mo,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLSOE108xESRMepy0iebA5aBSjatcTKn0m8tDY6Grw=s240-c-k-c0x00ffffff-no-rj-mo,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLSOE108xESRMepy0iebA5aBSjatcTKn0m8tDY6Grw=s800-c-k-c0x00ffffff-no-rj-mo,800.0,800.0,FRACTALXCO,%346326,,UUxH4IVfEhXVTLkCRINhow4w,22994.0,229.0,False,14.0,public,True,longUploadsUnspecified,FRACTALXCO,"['/m/028sqc', '/m/0glt670', '/m/04rlf', '/m/0g293', '/m/02lkt']","['https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Latin_America', 'https://en.wikipedia.org/wiki/Electronic_music']",,MX,,%346326,,MX,https://yt3.ggpht.com/6QlL0QHtytKVKv7Plxn0SK0fQcJRbJZgSJoRNO7RaiHr_jF743Kd4lsl_4e9Kxe_eIBzob8TWA,trap música hip hop electrónica rap,2-B-DAjb6-8,,,
UCf8hcZ8HiZGJhf4PxtW49gw,youtube#channel,DcUCI_OHyafY5nk79QoMNEfGB0w,TheSix,"Que pasa Rollitos! Este es un canal virgen (por ahora) ( ͡ʘ ͜ʖ ͡ʘ wut?) y...variado para disfrutar de awesome videos y así como divertidos y espero entretenidos para ustedes el increíble publico que no ayuda a nosotros los creadores de contenido a crecer... pero en fin wait..creo que aun no termino ಠ_ಠ... también me gustan todos los juegos y me gustan los duraznos las chicas y naruto... y me gusta el..el..... el huevo (carajo ya no se que mas poner (╯ ͠° ͟ʖ ͡°)╯) hhaa si y por ultimaoh no dejes de compartir los videos que veas en este semental pedazo de canal y no olvides SUSCRIBIRTE así serás un rollo mas en el canal y serás parte de el jaja, o mas bien... serán parte de MI... NO mas bien de todos nosotros  ( ͡°( ͡° ͜ʖ( ͡° ͜ʖ ͡°)ʖ ͡°) ͡°) ci.







Like Y SubS pARA Mas おいしい動画


パパヤジュース

あなたは本当にこれを翻訳しましたか？落ち着いて、下にあるものを翻訳する必要はもうありません

あなたのお父さん ya está grande?

汚れた

私はあなたに本当に興味のあるものは何も入れませんでした+

まだここ？

さようなら兄

デボラメロメアリーコナゾ
            &
それを食べる



( ͡° ͜ʖ ͡°)╭∩╮



Bye! laik y sub.


",2017-04-13T04:42:56Z,https://yt3.ggpht.com/6aS8Ib8iKoYVJOt8CBVi9ZUwHnbCPhqXfESVEjwOcfzSV1DxzXXM_hmfvQZd7A0DJtkknm7I=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/6aS8Ib8iKoYVJOt8CBVi9ZUwHnbCPhqXfESVEjwOcfzSV1DxzXXM_hmfvQZd7A0DJtkknm7I=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/6aS8Ib8iKoYVJOt8CBVi9ZUwHnbCPhqXfESVEjwOcfzSV1DxzXXM_hmfvQZd7A0DJtkknm7I=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,TheSix,"Que pasa Rollitos! Este es un canal virgen (por ahora) ( ͡ʘ ͜ʖ ͡ʘ wut?) y...variado para disfrutar de awesome videos y así como divertidos y espero entretenidos para ustedes el increíble publico que no ayuda a nosotros los creadores de contenido a crecer... pero en fin wait..creo que aun no termino ಠ_ಠ... también me gustan todos los juegos y me gustan los duraznos las chicas y naruto... y me gusta el..el..... el huevo (carajo ya no se que mas poner (╯ ͠° ͟ʖ ͡°)╯) hhaa si y por ultimaoh no dejes de compartir los videos que veas en este semental pedazo de canal y no olvides SUSCRIBIRTE así serás un rollo mas en el canal y serás parte de el jaja, o mas bien... serán parte de MI... NO mas bien de todos nosotros  ( ͡°( ͡° ͜ʖ( ͡° ͜ʖ ͡°)ʖ ͡°) ͡°) ci.







Like Y SubS pARA Mas おいしい動画


パパヤジュース

あなたは本当にこれを翻訳しましたか？落ち着いて、下にあるものを翻訳する必要はもうありません

あなたのお父さん ya está grande?

汚れた

私はあなたに本当に興味のあるものは何も入れませんでした+

まだここ？

さようなら兄

デボラメロメアリーコナゾ
            &
それを食べる



( ͡° ͜ʖ ͡°)╭∩╮



Bye! laik y sub.


",,UUf8hcZ8HiZGJhf4PxtW49gw,50.0,1.0,False,1.0,public,True,longUploadsUnspecified,TheSix,,,,MX,,"Que pasa Rollitos! Este es un canal virgen (por ahora) ( ͡ʘ ͜ʖ ͡ʘ wut?) y...variado para disfrutar de awesome videos y así como divertidos y espero entretenidos para ustedes el increíble publico que no ayuda a nosotros los creadores de contenido a crecer... pero en fin wait..creo que aun no termino ಠ_ಠ... también me gustan todos los juegos y me gustan los duraznos las chicas y naruto... y me gusta el..el..... el huevo (carajo ya no se que mas poner (╯ ͠° ͟ʖ ͡°)╯) hhaa si y por ultimaoh no dejes de compartir los videos que veas en este semental pedazo de canal y no olvides SUSCRIBIRTE así serás un rollo mas en el canal y serás parte de el jaja, o mas bien... serán parte de MI... NO mas bien de todos nosotros  ( ͡°( ͡° ͜ʖ( ͡° ͜ʖ ͡°)ʖ ͡°) ͡°) ci.







Like Y SubS pARA Mas おいしい動画


パパヤジュース

あなたは本当にこれを翻訳しましたか？落ち着いて、下にあるものを翻訳する必要はもうありません

あなたのお父さん ya está grande?

汚れた

私はあなたに本当に興味のあるものは何も入れませんでした+

まだここ？

さようなら兄

デボラメロメアリーコナゾ
            &
それを食べる



( ͡° ͜ʖ ͡°)╭∩╮



Bye! laik y sub.


",,MX,,,,,,
UCpYqbIH1QTqJHc7W3MO0Zpg,youtube#channel,8t03YAfcGgSAtA_b0NaK_wAMHcM,J Delmenico,,2015-10-28T11:33:45Z,https://yt3.ggpht.com/ytc/AKedOLSvHPkcM3f46oUYdjDU3M6fRiB1ahrm2tf48Q5dnkE=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLSvHPkcM3f46oUYdjDU3M6fRiB1ahrm2tf48Q5dnkE=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLSvHPkcM3f46oUYdjDU3M6fRiB1ahrm2tf48Q5dnkE=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,J Delmenico,,,UUpYqbIH1QTqJHc7W3MO0Zpg,0.0,0.0,False,0.0,public,True,longUploadsUnspecified,J Delmenico,,,,,,,,,,,,,,
UClmxsio8nrT4kLNYdIVQQfA,youtube#channel,qlE4i-WTQ_6yXBfaWZWQ7lD9QUw,C Peralta G,,2011-04-19T04:29:25Z,https://yt3.ggpht.com/ytc/AKedOLQ1gMGXBdf20qcsZFMPPR1GhpuF9bsqIxCUOos7KA=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLQ1gMGXBdf20qcsZFMPPR1GhpuF9bsqIxCUOos7KA=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLQ1gMGXBdf20qcsZFMPPR1GhpuF9bsqIxCUOos7KA=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,C Peralta G,,,UUlmxsio8nrT4kLNYdIVQQfA,0.0,,True,0.0,public,True,longUploadsUnspecified,C Peralta G,,,,,,,,,,skate rap graffiti art music ska reggae rockstady hardcore pulque drugs design,,True,,
UCknZN-ryzRY0TJfM7eCVe_A,youtube#channel,Y8SyZQZBZhqLkpeSaREdi1lHaxg,Colts for Super Bowl LVI,,2017-03-25T00:22:24Z,https://yt3.ggpht.com/ytc/AKedOLRcGenvr4yqROlNi7RjxbnpA0mQrznBzFANB7YZCA=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLRcGenvr4yqROlNi7RjxbnpA0mQrznBzFANB7YZCA=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLRcGenvr4yqROlNi7RjxbnpA0mQrznBzFANB7YZCA=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,Colts for Super Bowl LVI,,,UUknZN-ryzRY0TJfM7eCVe_A,0.0,3.0,False,0.0,public,True,longUploadsUnspecified,Colts for Super Bowl LVI,,,,,,,,,,,,,,
UCiwO7OpukXn11DbClKdwRMQ,youtube#channel,sjhHJZdYND6xLbjAr_bzYYB5ZCU,Elio'nun bisikleti,,2018-03-24T09:08:48Z,https://yt3.ggpht.com/ytc/AKedOLQ4OxgqkUkpU856tXYforL2_Ku61QDdNZJUuQ9GWA=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLQ4OxgqkUkpU856tXYforL2_Ku61QDdNZJUuQ9GWA=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLQ4OxgqkUkpU856tXYforL2_Ku61QDdNZJUuQ9GWA=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,Elio'nun bisikleti,,,UUiwO7OpukXn11DbClKdwRMQ,0.0,4.0,False,0.0,public,True,longUploadsUnspecified,Elio'nun bisikleti,,,,,,,,,,,,,,
