id,kind,etag,snippet.title,snippet.description,snippet.publishedAt,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.localized.title,snippet.localized.description,contentDetails.relatedPlaylists.likes,contentDetails.relatedPlaylists.uploads,statistics.viewCount,statistics.subscriberCount,statistics.hiddenSubscriberCount,statistics.videoCount,status.privacyStatus,status.isLinked,status.longUploadsStatus,brandingSettings.channel.title,topicDetails.topicIds,topicDetails.topicCategories,snippet.defaultLanguage,snippet.country,status.madeForKids,brandingSettings.channel.description,brandingSettings.channel.defaultLanguage,brandingSettings.channel.country,brandingSettings.image.bannerExternalUrl,brandingSettings.channel.keywords,brandingSettings.channel.unsubscribedTrailer,brandingSettings.channel.moderateComments,snippet.customUrl,brandingSettings.channel.trackingAnalyticsAccountId
UCjej-L1r6X3H1Wz9bMyOZ4A,youtube#channel,p7hDvRgcxrGrkfLVwdMNyAQl-Cg,LOL HAHAHAHA 😇😈,Hi my name is Anthony am 11 years old and I like to make vids ill be making new videos for you guys ill Be Doing Some Acting And Noramal Videos BYE🐱,2016-03-12T21:23:20Z,https://yt3.ggpht.com/Xjsx2rtM38qC0zIzgPfXms2biS_7fa3IQfFjmo2TQ_8ilELT-Egl0OLQ1oR9vREaCO9x9zavlw=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/Xjsx2rtM38qC0zIzgPfXms2biS_7fa3IQfFjmo2TQ_8ilELT-Egl0OLQ1oR9vREaCO9x9zavlw=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/Xjsx2rtM38qC0zIzgPfXms2biS_7fa3IQfFjmo2TQ_8ilELT-Egl0OLQ1oR9vREaCO9x9zavlw=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,LOL HAHAHAHA 😇😈,Hi my name is Anthony am 11 years old and I like to make vids ill be making new videos for you guys ill Be Doing Some Acting And Noramal Videos BYE🐱,,UUjej-L1r6X3H1Wz9bMyOZ4A,3592.0,11.0,False,196.0,public,True,longUploadsUnspecified,LOL HAHAHAHA 😇😈,"['/m/03glg', '/m/019_rr']","['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",,US,,Hi my name is Anthony am 11 years old and I like to make vids ill be making new videos for you guys ill Be Doing Some Acting And Noramal Videos BYE🐱,,US,https://yt3.ggpht.com/bo81v8zd5XiwfhuSOKFs_N-Q8EZeReScgeUX924YVYeWFxnfq-SaOxB7z4RJR7Mz5iVyg-rg7g,,,,,
UCmb4lkYFT2okLKZc__osPEA,youtube#channel,Ehelt4SwI_8eisrxQjIScKY3i6w,nelilemon,,2020-11-02T13:49:46.456189Z,https://yt3.ggpht.com/BaMGi_QMRtRaviV4UbWQAYeoW4JcyOQYO6aCC_j-ss8tppVdUrs0UhkGU9hx95Vtrf3-CLm7kA=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/BaMGi_QMRtRaviV4UbWQAYeoW4JcyOQYO6aCC_j-ss8tppVdUrs0UhkGU9hx95Vtrf3-CLm7kA=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/BaMGi_QMRtRaviV4UbWQAYeoW4JcyOQYO6aCC_j-ss8tppVdUrs0UhkGU9hx95Vtrf3-CLm7kA=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,nelilemon,,,UUmb4lkYFT2okLKZc__osPEA,0.0,37.0,False,0.0,public,True,longUploadsUnspecified,nelilemon,,,,,,,,,,,,,,
UCCyvOhspTwNGpYZeFgeJbnQ,youtube#channel,g8s4krKTjGKzIuM7TmommowV-cQ,Jxhluv,No,2019-09-29T21:15:58Z,https://yt3.ggpht.com/87cVKUkJ0tOOI-fnk8kXtXzgzhQWwnEdoccl9gn_OX_xJY0voFJTYdChfbXzzQ1JcV5NG9hCAA=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/87cVKUkJ0tOOI-fnk8kXtXzgzhQWwnEdoccl9gn_OX_xJY0voFJTYdChfbXzzQ1JcV5NG9hCAA=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/87cVKUkJ0tOOI-fnk8kXtXzgzhQWwnEdoccl9gn_OX_xJY0voFJTYdChfbXzzQ1JcV5NG9hCAA=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,Jxhluv,No,,UUCyvOhspTwNGpYZeFgeJbnQ,492.0,6.0,False,1.0,public,True,longUploadsUnspecified,Jxhluv,,,,,,No,,,,,,,,
UCM9MN6ypA5wy8Rij0oeElng,youtube#channel,JLROcVs3_zWB9G7Bv-RjZjNe9Vk,Villerintanthillith,,2020-01-01T00:13:17.571621Z,https://yt3.ggpht.com/ytc/AKedOLQ61g_FRCDS8VfjCrGTJ6u3nAtzIb-lTfxqqWNb=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLQ61g_FRCDS8VfjCrGTJ6u3nAtzIb-lTfxqqWNb=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLQ61g_FRCDS8VfjCrGTJ6u3nAtzIb-lTfxqqWNb=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,Villerintanthillith,,,UUM9MN6ypA5wy8Rij0oeElng,96.0,3.0,False,1.0,public,True,longUploadsUnspecified,Villerintanthillith,,,,,,,,,,,,,,
UCFl6Iug3ZaYumtVYBRMMeVA,youtube#channel,u8ZtMH6AZ2bQXPhCqf12cDAkqcQ,Matthew Elbert Raymond,,2015-12-03T09:13:45Z,https://yt3.ggpht.com/ytc/AKedOLTn46nT3neAJyPWqyGbSFKi8sMu5Uc_vzYs6jP08A=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLTn46nT3neAJyPWqyGbSFKi8sMu5Uc_vzYs6jP08A=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLTn46nT3neAJyPWqyGbSFKi8sMu5Uc_vzYs6jP08A=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,Matthew Elbert Raymond,,,UUFl6Iug3ZaYumtVYBRMMeVA,999.0,19.0,False,12.0,public,True,longUploadsUnspecified,Matthew Elbert Raymond,"['/m/0bzvm2', '/m/025zzc', '/m/03hf_rm']","['https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Strategy_video_game']",,,,,,,,,,,,
UCOvhFOlUiOvN-tbmTeOgEHQ,youtube#channel,z4mHA-1o_Bk4lYlngEvkvR9oEk8,Leatherturtle,Welcome to my channel not much to see.,2014-12-07T03:12:33Z,https://yt3.ggpht.com/ytc/AKedOLTv7fHHyVrXx9jcgZVrna17hNPJ4-_xhPyp4ZwDoQ=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLTv7fHHyVrXx9jcgZVrna17hNPJ4-_xhPyp4ZwDoQ=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLTv7fHHyVrXx9jcgZVrna17hNPJ4-_xhPyp4ZwDoQ=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,Leatherturtle,Welcome to my channel not much to see.,,UUOvhFOlUiOvN-tbmTeOgEHQ,585.0,17.0,False,9.0,public,True,longUploadsUnspecified,Leatherturtle,"['/m/04rlf', '/m/0bzvm2', '/m/019_rr', '/m/02ntfj']","['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Action-adventure_game']",,,,Welcome to my channel not much to see.,,,https://lh3.googleusercontent.com/jhkmTPpexJl4U5tn9xkmqNmzhE1Y7k7OsciP4gII3wd4Kx0Gw0ISFkzQMuTau9-R0-wH9aimxg,Leatherturtle,,,,
UCqOLD_SMV9TxmF57V89LPXQ,youtube#channel,jn7kM-mH4fxXSemEIBoHypWd7vw,yali mary,Soy como soy,2019-09-03T20:52:34Z,https://yt3.ggpht.com/ytc/AKedOLTX-amL0t5RyDJVD5Voy2Zxa0M8XOvZZWzEm1GCAg=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLTX-amL0t5RyDJVD5Voy2Zxa0M8XOvZZWzEm1GCAg=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLTX-amL0t5RyDJVD5Voy2Zxa0M8XOvZZWzEm1GCAg=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,yali mary,Soy como soy,,UUqOLD_SMV9TxmF57V89LPXQ,0.0,29.0,False,0.0,public,True,longUploadsUnspecified,yali mary,,,,,,Soy como soy,,,,,,,,
UCOyb1vznf4RMKsAf_7uekvg,youtube#channel,7FHF4xF-QcScu6zpMtq4umLpTH4,FroyourHistory,"Videos about History, Flags and Languages!


Enjoy!
          -Nov 9 2020

Maybe I'll do other random stuff. -Nov 28 2020

",2020-09-26T20:26:12.811611Z,https://yt3.ggpht.com/ytc/AKedOLQ1NvYkbMJA8QDSPYNRDGTVC9ItNEroHOEsbHw2=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLQ1NvYkbMJA8QDSPYNRDGTVC9ItNEroHOEsbHw2=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLQ1NvYkbMJA8QDSPYNRDGTVC9ItNEroHOEsbHw2=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,FroyourHistory,"Videos about History, Flags and Languages!


Enjoy!
          -Nov 9 2020

Maybe I'll do other random stuff. -Nov 28 2020

",,UUOyb1vznf4RMKsAf_7uekvg,16251.0,129.0,False,51.0,public,True,longUploadsUnspecified,FroyourHistory,"['/m/01k8wb', '/m/098wr']","['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Society']",en,,,"Videos about History, Flags and Languages!


Enjoy!
          -Nov 9 2020

Maybe I'll do other random stuff. -Nov 28 2020

",en,,https://yt3.ggpht.com/g49efLxS7C-xAgOjcgK1LuEYRN2DhyCfSxvtcxAZcHwgb0-njHR-xyuiO_zuVS5nyftBJgmodlk,Froyo Froyour FroyourFilms Film History Fro FroyourHistory Music,,,,
UC-SH83UeoDEsUScZnQg9OLg,youtube#channel,uY6Ch3oTW1hq_43Rx0ws1fxnbCQ,Narjis Alali,,2013-12-12T03:28:08Z,https://yt3.ggpht.com/ytc/AKedOLQsAxj_shT_gvo2DkrLsGMZd_WHGB_jH3NzsWOrUQ=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLQsAxj_shT_gvo2DkrLsGMZd_WHGB_jH3NzsWOrUQ=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLQsAxj_shT_gvo2DkrLsGMZd_WHGB_jH3NzsWOrUQ=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,Narjis Alali,,,UU-SH83UeoDEsUScZnQg9OLg,85.0,75.0,False,1.0,public,True,longUploadsUnspecified,Narjis Alali,,,,,,,,,,,,,,
UCQOjhHT7NdXF1TiZE5lzxBw,youtube#channel,6fIhfdyI-U4EvR0p69GgoIrYjFI,Bladed Angel,"Automotive Channel. Owner of Itasha Lucina Corvette Z06. 
Here I try to be funny, informative, and overall just have a good time teaching beginner enthusiasts the ropes about the car community.  From words, to their definitions, to their application, and even visualization of where they are on the actual car.
All jokes aside, the actual point of this channel is just a giant Buzzfeed List Maker. Honestly my destiny isn't that great. Yikes.

I only use YouTube, Twitter, and Instagram. I DO NOT HAVE  A TWITCH ACCOUNT, ANY ACCOUNT THERE IS A FAKE.

Please read before contacting, 
- I DO NOT respond to Fan Mail, plz Tweet at me instead.
- I DO NOT Respond to MCNs. Seriously, I will never join one. Ever.
",2016-10-26T21:45:07Z,https://yt3.ggpht.com/ytc/AKedOLRq-8uwl3Bf7Ya-pCnfCRGTu-FBnSF1e-QgXfkhyg=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLRq-8uwl3Bf7Ya-pCnfCRGTu-FBnSF1e-QgXfkhyg=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLRq-8uwl3Bf7Ya-pCnfCRGTu-FBnSF1e-QgXfkhyg=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,Bladed Angel,"Automotive Channel. Owner of Itasha Lucina Corvette Z06. 
Here I try to be funny, informative, and overall just have a good time teaching beginner enthusiasts the ropes about the car community.  From words, to their definitions, to their application, and even visualization of where they are on the actual car.
All jokes aside, the actual point of this channel is just a giant Buzzfeed List Maker. Honestly my destiny isn't that great. Yikes.

I only use YouTube, Twitter, and Instagram. I DO NOT HAVE  A TWITCH ACCOUNT, ANY ACCOUNT THERE IS A FAKE.

Please read before contacting, 
- I DO NOT respond to Fan Mail, plz Tweet at me instead.
- I DO NOT Respond to MCNs. Seriously, I will never join one. Ever.
",,UUQOjhHT7NdXF1TiZE5lzxBw,93461999.0,547000.0,False,248.0,public,True,longUploadsUnspecified,Bladed Angel,"['/m/019_rr', '/m/07yv9']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Vehicle']",en,US,False,"Automotive Channel. Owner of Itasha Lucina Corvette Z06. 
Here I try to be funny, informative, and overall just have a good time teaching beginner enthusiasts the ropes about the car community.  From words, to their definitions, to their application, and even visualization of where they are on the actual car.
All jokes aside, the actual point of this channel is just a giant Buzzfeed List Maker. Honestly my destiny isn't that great. Yikes.

I only use YouTube, Twitter, and Instagram. I DO NOT HAVE  A TWITCH ACCOUNT, ANY ACCOUNT THERE IS A FAKE.

Please read before contacting, 
- I DO NOT respond to Fan Mail, plz Tweet at me instead.
- I DO NOT Respond to MCNs. Seriously, I will never join one. Ever.
",en,US,https://yt3.ggpht.com/9DXzOd8tPsdzJm_efczTqbNy_CPlDvSNpXfiyhecqKVszibhes0pqqgzO5W9MDfWy38YvTbm,automotive cars corvette,l8nxLea8H68,,bladedangel,
UCePl8ehnYuw68yIibUDFtnA,youtube#channel,Prj5mDZbITLbf87wDi0HUb3ptC8,Ryan Metzger,,2018-12-16T23:37:32Z,https://yt3.ggpht.com/ytc/AKedOLRqX7yoKI4Oxj1Up5ZsSI-XWHchAdwo0EkDvQ=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLRqX7yoKI4Oxj1Up5ZsSI-XWHchAdwo0EkDvQ=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLRqX7yoKI4Oxj1Up5ZsSI-XWHchAdwo0EkDvQ=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,Ryan Metzger,,,UUePl8ehnYuw68yIibUDFtnA,0.0,0.0,False,0.0,public,True,longUploadsUnspecified,Ryan Metzger,,,,,,,,,,,,,,
UCV1v2cj1gIX67TJ7fHoiJ1g,youtube#channel,U7cQX5aC2yokA43H_xKujP9zgzY,LaLa LeVej,,2018-09-29T18:13:36Z,https://yt3.ggpht.com/ytc/AKedOLRRyecPdiQ54J23Xq03cGR_XrhPtyPk0SgKqZgUuw=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLRRyecPdiQ54J23Xq03cGR_XrhPtyPk0SgKqZgUuw=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLRRyecPdiQ54J23Xq03cGR_XrhPtyPk0SgKqZgUuw=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,LaLa LeVej,,,UUV1v2cj1gIX67TJ7fHoiJ1g,0.0,1.0,False,0.0,public,True,longUploadsUnspecified,LaLa LeVej,,,,,,,,,,,,,,
UCEwcVjV5OkE2SDXWTEUJhwA,youtube#channel,_JaSEWo78ZGe72pWaHQOJSJFxEg,Yasmin Abdulla,,2021-03-24T19:35:34.274158Z,https://yt3.ggpht.com/ytc/AKedOLSeQ4KJdi5hCFuX21znjEUTQ2H6GG6jWdGHRA=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLSeQ4KJdi5hCFuX21znjEUTQ2H6GG6jWdGHRA=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLSeQ4KJdi5hCFuX21znjEUTQ2H6GG6jWdGHRA=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,Yasmin Abdulla,,,UUEwcVjV5OkE2SDXWTEUJhwA,0.0,0.0,False,0.0,public,True,longUploadsUnspecified,Yasmin Abdulla,,,,,,,,,,,,,,
UCANveqkSzIZ4DoY5hsaFeAw,youtube#channel,reK3diskPE_cNxJzgH4S41Q4FBU,GS Pama,,2012-10-03T02:02:40Z,https://yt3.ggpht.com/ytc/AKedOLTfXU58Jncg3Zchsa1K0Pxae2iVgEHQB8SuxA=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLTfXU58Jncg3Zchsa1K0Pxae2iVgEHQB8SuxA=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLTfXU58Jncg3Zchsa1K0Pxae2iVgEHQB8SuxA=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,GS Pama,,,UUANveqkSzIZ4DoY5hsaFeAw,0.0,3.0,False,0.0,public,True,longUploadsUnspecified,GS Pama,,,,,,,,,,,,,,
UC9xMjtXVTP4iUrHIBm1RcpA,youtube#channel,C64GinHBOOz2MoyVaff0Uj-jUZA,Honjonck,,2011-10-21T15:07:52Z,https://yt3.ggpht.com/ytc/AKedOLRYyh5XKgy4obdZLT148VzU4Tud95twkUeU1A=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLRYyh5XKgy4obdZLT148VzU4Tud95twkUeU1A=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLRYyh5XKgy4obdZLT148VzU4Tud95twkUeU1A=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,Honjonck,,,UU9xMjtXVTP4iUrHIBm1RcpA,0.0,3.0,False,0.0,public,True,longUploadsUnspecified,Honjonck,,,,,,,,,,,,,,
UC0BuB6HqoVf34jCC_nT3UCQ,youtube#channel,vgdADq5XLENSBak6nUDhi9WwEms,anjum parveen,,2018-02-02T20:12:05Z,https://yt3.ggpht.com/ytc/AKedOLQN2CjEnTD3KQGi3pL2xj70WjWvAw7UsatQFA=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLQN2CjEnTD3KQGi3pL2xj70WjWvAw7UsatQFA=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLQN2CjEnTD3KQGi3pL2xj70WjWvAw7UsatQFA=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,anjum parveen,,,UU0BuB6HqoVf34jCC_nT3UCQ,0.0,136.0,False,0.0,public,True,longUploadsUnspecified,anjum parveen,,,,,,,,,,,,,,
UC2wli1UWJ8vsjWcZIpmlDVQ,youtube#channel,ZC_e6QhyU3gsM1Xg1NMxnQ852lM,j. yow,,2018-05-22T22:41:18Z,https://yt3.ggpht.com/ytc/AKedOLTaNHfFmTCoPxBi-yKaS2Jrnozv6a8BQRtHKQ=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLTaNHfFmTCoPxBi-yKaS2Jrnozv6a8BQRtHKQ=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLTaNHfFmTCoPxBi-yKaS2Jrnozv6a8BQRtHKQ=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,j. yow,,,UU2wli1UWJ8vsjWcZIpmlDVQ,0.0,0.0,False,0.0,public,True,longUploadsUnspecified,j. yow,,,,,,,,,,,,,,
UCroS6vXH-tEZZEfigjGpF_A,youtube#channel,U1vHE7hq3XnG1DDLAUWonT7YTLk,Calvin Chen,,2021-03-03T10:46:41.600934Z,https://yt3.ggpht.com/ytc/AKedOLTpCLXAYHsZsS-lQ5pWiqssIzqwLHdjbtFIzDHp=s88-c-k-c0x00ffffff-no-rj,88.0,88.0,https://yt3.ggpht.com/ytc/AKedOLTpCLXAYHsZsS-lQ5pWiqssIzqwLHdjbtFIzDHp=s240-c-k-c0x00ffffff-no-rj,240.0,240.0,https://yt3.ggpht.com/ytc/AKedOLTpCLXAYHsZsS-lQ5pWiqssIzqwLHdjbtFIzDHp=s800-c-k-c0x00ffffff-no-rj,800.0,800.0,Calvin Chen,,,UUroS6vXH-tEZZEfigjGpF_A,0.0,0.0,False,0.0,public,True,longUploadsUnspecified,Calvin Chen,,,,,,,,,,,,,,
