,urls,title,n_views,n_likes,n_dislikes,n_favorites,n_comments,total
182,https://www.youtube.com/watch?v=4IHLUT20zDU,johnny depp dior advert 'tasteless and shameful',136988,662.0,13596.0,0,2158.0,151246.0
87,https://www.youtube.com/watch?v=zis29lX5xqQ,جوني ديب وأمبير هيرد | johnny depp and amber heard,138257,11243.0,227.0,0,791.0,149727.0
141,https://www.youtube.com/watch?v=k-qJirGb3F4,emilia clarke to take over as mera in 'aquaman 2' from amber heard? | flixet,139718,5037.0,176.0,0,1562.0,144931.0
43,https://www.youtube.com/watch?v=U_MYHvZZizY,the judge is sick of amber heard; he's had enough! gives depp a big win!,132222,9602.0,110.0,0,753.0,141934.0
64,https://www.youtube.com/watch?v=1khEVKpz6Qw,exclusive: 'nothing could have prepared me for 2020' - amber heard,105829,208.0,30068.0,0,1933.0,136105.0
171,https://www.youtube.com/watch?v=Qw9L6zYkuMU,10 celebrities that tried to warn us about amber heard,120980,7784.0,494.0,0,860.0,129258.0
45,https://www.youtube.com/watch?v=t_OGIt4sBhA,"judge denies amber heard, ruining her plans! now depp knows!",121099,7251.0,58.0,0,773.0,128408.0
11,https://www.youtube.com/watch?v=XsFovwPiu4M,amber heard is being paid to talk about dv,110438,8937.0,89.0,0,1199.0,119464.0
57,https://www.youtube.com/watch?v=SpGq-Q19Vbo,body language analyst reacts to amber heard on the stand in johnny depp's libel case,97581,5016.0,53.0,0,430.0,102650.0
172,https://www.youtube.com/watch?v=52K_6mnTYF4,celebrities who defended amber heard,97696,1636.0,2980.0,0,1140.0,102312.0
88,https://www.youtube.com/watch?v=RQZ2z0AZSpI,johnny depp's epic call out of uk judge while blasting amber heard!,92315,6433.0,43.0,0,696.0,98791.0
53,https://www.youtube.com/watch?v=PBPkyW_KKdY,influencer sentenced to 10 years in prison,93911,3762.0,115.0,0,606.0,97788.0
60,https://www.youtube.com/watch?v=9ILLMyWcUdE,amber heard rage inducing news....damage control for hbo max justice league & aquaman 2 ramps up,70683,6616.0,100.0,0,868.0,77399.0
160,https://www.youtube.com/watch?v=pueTfFnZYt4,amber heard: petition to remove from 'aquaman 2' nears 2 million mark | flixet,69384,2382.0,39.0,0,1035.0,71805.0
198,https://www.youtube.com/watch?v=hM3gnTEkONg,amber heard uses brad pitt to attack johnny depp! could cost angelina jolie her children!,67854,2974.0,60.0,0,809.0,70888.0
116,https://www.youtube.com/watch?v=9gI8hojy77E,terrible news for amber heard! she gets destroyed!,65344,5262.0,92.0,0,656.0,70698.0
22,https://www.youtube.com/watch?v=ig7D0lFr5Gs,"amber heard's 1st interview breaks judge's order, attacking johnny depp through sky!",66511,3471.0,50.0,0,510.0,70032.0
190,https://www.youtube.com/watch?v=voQn3Yfdz-g,top 10 amber heard movies,65195,786.0,1555.0,0,217.0,67536.0
3,https://www.youtube.com/watch?v=pOHE1uyjCpQ,family banned from united airlines after this,59852,2822.0,104.0,0,938.0,62778.0
115,https://www.youtube.com/watch?v=RQqIqJO7jFc,amber heard dethrones brie larson for most hated person on the internet!,52875,5733.0,206.0,0,823.0,58814.0
86,https://www.youtube.com/watch?v=P63ArpiBbzQ,amber heard gets destroyed by her huge public lies! numbers never lie!,50383,4179.0,43.0,0,652.0,54605.0
187,https://www.youtube.com/watch?v=EyOJN2oYIAc,amber heard back in the news again,49711,,,0,342.0,49711.0
69,https://www.youtube.com/watch?v=QDA7Q8Xivy0,facts: what they don't tell you about | johnny depp | amber heard | almas jacob | #geonews,42777,3517.0,248.0,0,461.0,46542.0
148,https://www.youtube.com/watch?v=iZrsX6OYMBY,top 10 celebrities who went to prison 2020,42522,1785.0,38.0,0,128.0,44345.0
67,https://www.youtube.com/watch?v=F7flOBTSiCE,amber heard interview,37130,344.0,77.0,0,145.0,37551.0
37,https://www.youtube.com/watch?v=OX2l_iH6eI4,amber heard : a very performing narcissist?,33859,1537.0,34.0,0,477.0,35430.0
85,https://www.youtube.com/watch?v=qRjKDWj7j0Q,the real reason hollywood won't cast amber heard,30755,1398.0,46.0,0,238.0,32199.0
195,https://www.youtube.com/watch?v=2s5JtLQP-vw,"the stand episode 3 breakdown, ending explained spoiler review & book differences",30665,1003.0,29.0,0,303.0,31697.0
119,https://www.youtube.com/watch?v=yGcwxQPB_NY,johnny depp v amber heard (the sun/ngn) - analysing johnny's appeal arguments,28365,2410.0,17.0,0,486.0,30792.0
63,https://www.youtube.com/watch?v=g4C5yXIY-no,we need to talk about shia labeouf,29162,1543.0,33.0,0,192.0,30738.0
164,https://www.youtube.com/watch?v=FCaqMNuvrLA,অ্যাকুয়াম্যান-২ থেকে বাদ পড়লেন অ্যাম্বার | johnny depp | amber heard | somoy tv,27973,837.0,23.0,0,54.0,28833.0
173,https://www.youtube.com/watch?v=adNApcM7iY4,teen sentenced to four months in prison for breaking quarantine,25622,1598.0,48.0,0,479.0,27268.0
107,https://www.youtube.com/watch?v=6e2xw5WB0ZE,nude video celebs » amber heard sexy   machete kills 2013,26527,102.0,9.0,0,12.0,26638.0
138,https://www.youtube.com/watch?v=O6LMM0WIXw8,the real reason why hollywood will think twice before casting amber heard | flixet,23912,904.0,217.0,0,232.0,25033.0
77,https://www.youtube.com/watch?v=t0yi602FOZo,amber heard gets nasty in interview!,22116,1133.0,200.0,0,459.0,23449.0
156,https://www.youtube.com/watch?v=d1dlUxa5Q5U,o fim polêmico do casamento de johnny depp e amber heard: o que aconteceu? i famosos i vix icons,23123,277.0,8.0,0,71.0,23408.0
103,https://www.youtube.com/watch?v=3Dqld54iEFE,a public letter to amber heard from a survivor of dv,21173,1980.0,109.0,0,374.0,23262.0
58,https://www.youtube.com/watch?v=m5iSI9aWDyA,johnny and amber part 2 | body language explained | incredible insight,22049,1093.0,17.0,0,340.0,23159.0
142,https://www.youtube.com/watch?v=RrkuNLntR5M,lil wayne faces 10 yrs in prison,21687,1100.0,31.0,0,173.0,22818.0
137,https://www.youtube.com/watch?v=nwuoosZY9cs,more ex employees now come forward! (including ones we know),20795,1587.0,14.0,0,410.0,22396.0
68,https://www.youtube.com/watch?v=HZtHi9Ho94U,amber heard called out as abuser by ben shapiro's daily wire!,20090,1682.0,15.0,0,384.0,21787.0
79,https://www.youtube.com/watch?v=Kn2U4XaAg2k,"amber heard, jovan adepo talk pandemic series ‘the stand’",17069,76.0,3815.0,0,640.0,20960.0
150,https://www.youtube.com/watch?v=QM1RWLgVuTM,"1st amber heard, now this! cbs wrecked as the stand is boycotted again!",18819,1768.0,20.0,0,279.0,20607.0
12,https://www.youtube.com/watch?v=3StVX15SkkE,amber heard took back charity to children's hospital!?! - justice for johnny depp,18879,1570.0,62.0,0,304.0,20511.0
139,https://www.youtube.com/watch?v=YvM-nQcJ24U,warner bros double down amber heard mera replacing aquaman in justice league scene,19149,1321.0,31.0,0,423.0,20501.0
36,https://www.youtube.com/watch?v=y9VhT8jw7zI,man goes to jail for trying to see girlfriend in lockdown,18312,961.0,29.0,0,191.0,19302.0
125,https://www.youtube.com/watch?v=L1x07aqi1-0,let's talk about amber heard & johnny depp,17906,949.0,74.0,0,414.0,18929.0
180,https://www.youtube.com/watch?v=4Sy-9UnO_hE,amber heard is no angel...,17269,1430.0,29.0,0,608.0,18728.0
90,https://www.youtube.com/watch?v=6mFqJFovz3U,nightmare experiences with amber heard! ft. leigh nieves,16629,1369.0,28.0,0,395.0,18026.0
176,https://www.youtube.com/watch?v=PUozCJ0WlFY,johnny depp v amber heard - the presumption of innocence,16031,1568.0,11.0,0,280.0,17610.0
5,https://www.youtube.com/watch?v=gsB_nI07k6U,explicando treta johnny depp e amber heard,15919,757.0,42.0,0,215.0,16718.0
27,https://www.youtube.com/watch?v=RyCBxjCukug,amber heard's incredibly creepy love letter to johnny depp! (scary!),15374,1017.0,10.0,0,364.0,16401.0
96,https://www.youtube.com/watch?v=WLfeMet7fO8,johnny depp v amber heard - a legal perspective on impartiality & bias,13248,1350.0,13.0,0,292.0,14611.0
33,https://www.youtube.com/watch?v=7-glyknR_gs,amber heard gets btfo'd by fans! | most hated woman in hollywood!,12626,1217.0,32.0,0,293.0,13875.0
181,https://www.youtube.com/watch?v=ELxVhdbHr7I,johnny depp article slams amber heard with facts!,12402,1315.0,6.0,0,459.0,13723.0
102,https://www.youtube.com/watch?v=JUndrUOhBV8,amber heard petition has blown up how will warner bros react?,12137,1031.0,24.0,0,220.0,13192.0
34,https://www.youtube.com/watch?v=YQ4cDxFNL3Q,what we learned in 2020 | how to be a journalist,12368,361.0,165.0,0,208.0,12894.0
131,https://www.youtube.com/watch?v=mqNncJUjc-s,hl-94: johnny depp defamation lawsuit dismissed - viva & barnes highlight,11701,924.0,15.0,0,174.0,12640.0
9,https://www.youtube.com/watch?v=2i4WKTnYOuk,"johnny depp + heard, paradis, moss, ryder... problematyczny casanova?",11365,537.0,7.0,0,49.0,11909.0
158,https://www.youtube.com/watch?v=Ap4Ubl6i7Uw,amber heard made a youtube channel!?,10673,660.0,36.0,0,316.0,11369.0
124,https://www.youtube.com/watch?v=hf-Udu30Lzs,johnny depp gets a huge win against amber heard | bring those reciept baby!,10216,902.0,16.0,0,208.0,11134.0
112,https://www.youtube.com/watch?v=qJZ6iBWGCz8,elon musk wants son to be 'prince of canada',10267,565.0,24.0,0,98.0,10856.0
50,https://www.youtube.com/watch?v=FQ8z3AT59ZY,johnny depp charity stream - raising awareness for dv victims & supporting gosh,9741,1050.0,13.0,0,172.0,10804.0
51,https://www.youtube.com/watch?v=JQxk2FIVnaU,a feminist take on johnny depp v amber heard - with tiffany c,9598,867.0,8.0,0,296.0,10473.0
199,https://www.youtube.com/watch?v=rcR6WmGLm04,will amber heard be fired from aquaman 2?,9750,706.0,10.0,0,259.0,10466.0
78,https://www.youtube.com/watch?v=UZl19dvbmxQ,amber heard tries to block donation receipts again!!!,8868,886.0,8.0,0,282.0,9762.0
166,https://www.youtube.com/watch?v=pGPXrzOnMzY,johnny depp did what to amber heard?!,8743,860.0,17.0,0,339.0,9620.0
196,https://www.youtube.com/watch?v=Fre7DF-7FcI,a message for amber heard supporters,8268,977.0,10.0,0,355.0,9255.0
76,https://www.youtube.com/watch?v=QWs72qXytno,amber heard's new tv show 'the stand' bombs with critics & audiences | lets read some reviews 😆,8004,884.0,40.0,0,381.0,8928.0
35,https://www.youtube.com/watch?v=D2154l1h7hU,amber heard was slammed by elon musk's friend!?,7821,708.0,8.0,0,309.0,8537.0
92,https://www.youtube.com/watch?v=Com7uQXVu54,aquaman mera - amber heard | vertical | whatsapp status | love me like you do,8083,422.0,18.0,0,5.0,8523.0
126,https://www.youtube.com/watch?v=VE7b0970xNs,kevin mcnally: meeting amber heard during filming of pirates 5 & why johnny depp missed filming days,7283,769.0,0.0,0,61.0,8052.0
19,https://www.youtube.com/watch?v=EuLlH9uG55A,actor greg ellis and his support for johnny depp v amber heard,6946,858.0,7.0,0,274.0,7811.0
167,https://www.youtube.com/watch?v=EBOcw6Hothw,audio johnny depp & amber heard relationship coach reacts,7203,346.0,8.0,0,121.0,7557.0
178,https://www.youtube.com/watch?v=R19Ps9JMX0o,what does the cast of the stand really think of their characters? |⭐ ossa,7368,162.0,13.0,0,43.0,7543.0
24,https://www.youtube.com/watch?v=UCqBZopmgsA,whoopi goldberg and the cast of the stand on bringing new textures to stephen king's beloved epic,6714,41.0,10.0,0,3.0,6765.0
128,https://www.youtube.com/watch?v=77l9gPRUZaw,amber heard's magic bruises - may 2016,6155,546.0,4.0,0,205.0,6705.0
159,https://www.youtube.com/watch?v=mA-gLmklY58,"amber heard's access stand video bombs at 80,000+ dislikes! (now 160,000+)",5271,1059.0,6.0,0,330.0,6336.0
154,https://www.youtube.com/watch?v=wjE3DhwGI6s,amber heard ad from 2003 shows she was always superficial!,5016,659.0,3.0,0,165.0,5678.0
14,https://www.youtube.com/watch?v=lnLN7lN4tdM,z życia johnny depp'a i amber heard,5094,345.0,23.0,0,134.0,5462.0
31,https://www.youtube.com/watch?v=VcwS5ch6aOM,"¡¡¡tom holland usara el traje negro, amber heard en piratas del caribe y mas...!!!",4736,505.0,11.0,0,85.0,5252.0
20,https://www.youtube.com/watch?v=_qENuCmZBUI,amber heard james corden interview,5083,154.0,10.0,0,33.0,5247.0
71,https://www.youtube.com/watch?v=kE3EjRPRUx8,johnny depp gaslights amber heard / audio,4865,,,0,,4865.0
73,https://www.youtube.com/watch?v=SqIWhW9n5Ic,johnny depp and amber heard: guilty until proven innocent - full documentary 2020,4052,291.0,5.0,0,162.0,4348.0
179,https://www.youtube.com/watch?v=L-7IWnF7UU8,top 5 celebrities who tried to warn us about amber heard,4012,261.0,2.0,0,23.0,4275.0
16,https://www.youtube.com/watch?v=kUn_5zR8uCU,zack snyder's justice league could be r-rated w/ f-bomb from batman | amber heard talks nerds,3991,231.0,15.0,0,47.0,4237.0
52,https://www.youtube.com/watch?v=VIPL4Gw82Dg,amber heard : why i criticize her besides the johnny depp case!,3670,522.0,8.0,0,156.0,4200.0
30,https://www.youtube.com/watch?v=kTI0Sd6DnKo,the cast of 'the stand' on filming a tv show about a pandemic during an actual pandemic,3415,35.0,487.0,0,85.0,3937.0
95,https://www.youtube.com/watch?v=TqK2vdPUdF0,amber heard is called out by actor steven crowley as a user!,3108,708.0,0.0,0,234.0,3816.0
108,https://www.youtube.com/watch?v=YCvHrxo4GWw,both watchmojo & access hollywood attack johnny depp to spotlight amber heard! | #deppmovienight,3385,340.0,2.0,0,129.0,3727.0
38,https://www.youtube.com/watch?v=90LEF4TqAP0,captain jack runs into mera 🏴‍☠️ johnny depp / amber heard,3366,159.0,0.0,0,30.0,3525.0
65,https://www.youtube.com/watch?v=D4dVnUap0R8,"stephen king's the stand | episode 2: ""pocket savior"" review | spoilers",3211,194.0,5.0,0,138.0,3410.0
157,https://www.youtube.com/watch?v=2cLct-0KeDM,johnny depp and amber heard,3077,159.0,5.0,0,41.0,3241.0
183,https://www.youtube.com/watch?v=Rrr-HzlGkY0,"this means war | hollywood, the media & amber heard can't stop johnny depp 💥",2529,512.0,3.0,0,263.0,3044.0
97,https://www.youtube.com/watch?v=cRFZHo5_7v0,"amber heard is getting paid $33,000 to speak out against domestic violence | this is not a joke",2430,431.0,2.0,0,212.0,2863.0
40,https://www.youtube.com/watch?v=_v8Hogx-qDg,amber heard joins meghan markle and harry's speaking agency!,2330,303.0,6.0,0,264.0,2639.0
8,https://www.youtube.com/watch?v=QdbCNQtX8sI,"""record"" 200k dislikes for amber heard: amber's youtube interview disliked by over 200k people",2119,42.0,40.0,0,43.0,2201.0
189,https://www.youtube.com/watch?v=mCoKw4qFHnk,mads mikkelsen makes statement on johnny depp & amber heard | throwing johnny under the bus??,1955,221.0,6.0,0,125.0,2182.0
7,https://www.youtube.com/watch?v=o9w1klOHg4Y,jovan adepo & amber heard the stand interview,1738,14.0,417.0,0,72.0,2169.0
48,https://www.youtube.com/watch?v=nzPi7QANXt4,amber heard fuori dalla warner bros - doesn't matter podcast,1890,223.0,1.0,0,18.0,2114.0
81,https://www.youtube.com/watch?v=DeYfIUAzBSU,🔴 livestream with gary robinson as we discuss the johnny depp vs amber heard case,1818,207.0,1.0,0,68.0,2026.0
130,https://www.youtube.com/watch?v=JWnyIsvmOTc,amber heard gets paid big bucks for this?,1684,233.0,6.0,0,64.0,1923.0
161,https://www.youtube.com/watch?v=fkS6HiPzgR4,amber heard's mera has been recast for aquaman 2! - movie fake news broadcast network (not real),1645,111.0,28.0,0,21.0,1784.0
110,https://www.youtube.com/watch?v=w57Tf3JS7u4,"amber heard vs bots swarm tech, depp, waldman - coded bias 2020 - the stand",1545,,,0,8.0,1545.0
185,https://www.youtube.com/watch?v=0Ce4sEoryEc,thatumbrellaguy: amber heard's the stand sucks! chill stream!,1343,142.0,2.0,0,20.0,1487.0
62,https://www.youtube.com/watch?v=hmMTVsMXesc,how amber heard framed johnny depp,1314,108.0,2.0,0,33.0,1424.0
109,https://www.youtube.com/watch?v=Cii8T1awZgY,amber heard still cunt of 2020 #justiceforjohnnydepp #metoo,1258,151.0,1.0,0,42.0,1410.0
66,https://www.youtube.com/watch?v=ytO1DnYKdFg,amber heard getting paid for giving speech on domestic abuse | flixet,1211,46.0,56.0,0,53.0,1313.0
26,https://www.youtube.com/watch?v=JEefuAiXeAw,johnny depp vs amber heard. who's the real victim!?,1147,151.0,1.0,0,70.0,1299.0
41,https://www.youtube.com/watch?v=1tu1NAg82_k,find out why “the stand” is the most 2020 show,1194,28.0,8.0,0,7.0,1230.0
46,https://www.youtube.com/watch?v=6FzzWlhjRM4,amber heard has a new job that's perfect for her - feat. degenerate jay,1009,92.0,11.0,0,18.0,1112.0
117,https://www.youtube.com/watch?v=y7rNkTJsiSU,amber heard’s mera will become ruler of atlantis in the snyder cut of justice league,1049,31.0,9.0,0,43.0,1089.0
59,https://www.youtube.com/watch?v=deprVL9eLh8,aquaman attitude status | aquaman whatsapp status | amber heard whatsapp status,1044,22.0,0.0,0,1.0,1066.0
13,https://www.youtube.com/watch?v=lrImdakr9R8,elon musk sinhala video about becomes world's second billionaire sinhala - api talk,1015,27.0,3.0,0,8.0,1045.0
163,https://www.youtube.com/watch?v=a1l253OlO18,top 5 celebrities that defended amber heard,880,13.0,83.0,0,21.0,976.0
100,https://www.youtube.com/watch?v=_IlXdBOCdrA,donate a dollar - johnny depp charity stream raising awareness for dv victims & supporting gosh,825,138.0,3.0,0,38.0,966.0
84,https://www.youtube.com/watch?v=QlXxOEaspF8,aquaman - protector of the deep | battle royal-apashe | jason mamoa-amber heard | dceu | walkerworld,787,30.0,1.0,0,14.0,818.0
140,https://www.youtube.com/watch?v=W_Dc073OdC0,amber heard vs johnny depp in zombieland cameo,588,39.0,1.0,0,15.0,628.0
177,https://www.youtube.com/watch?v=JiPDUH1M3gE,amber heard hot black dress scene.,595,5.0,9.0,0,0.0,609.0
129,https://www.youtube.com/watch?v=p9Oole_sqYk,let's chat! amber heard and johnny depp: narcissism or just a volatile relationship?,508,50.0,0.0,0,33.0,558.0
75,https://www.youtube.com/watch?v=l61O6QWAoLs,booktalk: from equity talk to equity walk by dr. lindsey malcom-piqueux,504,4.0,2.0,0,0.0,510.0
23,https://www.youtube.com/watch?v=39LKse-B4m4,amber heard & the mainstream's mocking of domestic violence,370,50.0,0.0,0,13.0,420.0
136,https://www.youtube.com/watch?v=lFh1TRP-3q8,amber heard and johnny depp drama,357,42.0,0.0,0,12.0,399.0
44,https://www.youtube.com/watch?v=76BEjJnt_7s,while johnny depp is losing projects. amber heard is unlocking new money minting avenue,342,4.0,27.0,0,8.0,373.0
197,https://www.youtube.com/watch?v=jc3GoybqWLo,aquaman 2 rumor - amber heard mera replacement is asian dolphin?,336,18.0,1.0,0,11.0,355.0
184,https://www.youtube.com/watch?v=rqh_BAxIkdY,😒warner y su polemica decicion/amber heard en marvel😶?? | todo noticias geeks🔥,291,44.0,3.0,0,45.0,338.0
127,https://www.youtube.com/watch?v=OMl-KVjK5lQ,"update: johnny depp and amber heard (dior, mads mikklesen, donations) - everything you need to know",283,24.0,1.0,0,7.0,308.0
151,https://www.youtube.com/watch?v=KvroU3Zx9dg,"amber heard dislike rekord, neue corona mutation, scheißnachten // brennpunkt internet #95",255,20.0,0.0,0,10.0,275.0
54,https://www.youtube.com/watch?v=Wsn4aXVptWU,amber heard’s plans to take down johnny depp.,247,27.0,0.0,0,6.0,274.0
135,https://www.youtube.com/watch?v=_shgJEJjCW4,johnny depp is a racist and a rapist!! (amber heard playlist!!),263,,,0,,263.0
2,https://www.youtube.com/watch?v=mSyEigTo1ug,#justiceforjohnnydepp!!? (amber heard playlist!!),250,,,0,,250.0
120,https://www.youtube.com/watch?v=IsJXZPhqfHY,the stand is a flop boycott begins over amber heard,176,24.0,0.0,0,2.0,200.0
134,https://www.youtube.com/watch?v=wnm8zsPZFJM,amber heard vs bots swarm tech & influence operation using hate: adapt & survive 2020 discrimination,189,,,0,1.0,189.0
91,https://www.youtube.com/watch?v=A5fIhUNjYF4,mera / amber heard #status 😍,183,3.0,0.0,0,1.0,186.0
149,https://www.youtube.com/watch?v=FjGG__tAYPA,"amber heard protagoniza the stand, serie que aborda la realidad y la ficción de una pandemia",151,6.0,13.0,0,0.0,170.0
56,https://www.youtube.com/watch?v=83-dIoztcak,amber heard now being paid to give talks on domestic violence,119,27.0,1.0,0,7.0,147.0
106,https://www.youtube.com/watch?v=w0pAQWY77Mg,amber heard reportedly in talks for ‘pirates of the caribbean’ reboot!!,124,9.0,3.0,0,3.0,136.0
61,https://www.youtube.com/watch?v=YaBYpUzGq38,amber heard & johnny depp | how to spot a narcissist female partner,121,10.0,0.0,0,7.0,131.0
49,https://www.youtube.com/watch?v=7Vuw4M9kZCI,nirdpr recruitment 2020 || nirdpr recruitment 2020 in telugu || young fellow || success key job info,120,4.0,1.0,0,2.0,125.0
114,https://www.youtube.com/watch?v=sQnH7eDYgvY,60 second news 17th dec (amber heard/dogs),111,7.0,0.0,0,0.0,118.0
83,https://www.youtube.com/watch?v=k1kVj97FWV0,amber heard johnny depp dreier elon musk carla delivigne scheidung prozess london gb uk 2020,114,,,0,,114.0
1,https://www.youtube.com/watch?v=G1Ge-eq_Uu4,biography and lifestyle of amber heard 🌈🌻.,87,23.0,1.0,0,12.0,111.0
175,https://www.youtube.com/watch?v=9iTKIuLKJBY,rotation411 celebrity synastry: johnny depp & amber heard part 2/2,104,3.0,0.0,0,0.0,107.0
132,https://www.youtube.com/watch?v=pO5Z-Ma8HAQ,elon dumps amber: ah @16yrs-vehicular manslaughter? what??,77,10.0,1.0,0,3.0,88.0
133,https://www.youtube.com/watch?v=eNpXtQmikpU,amber heard : is getting paid 33k a pop to give speeches on domestic violence,76,9.0,0.0,0,3.0,85.0
188,https://www.youtube.com/watch?v=DqhBgh0HLgk,barn of the dead 3 : johnny depp vs amber heard official trailer,77,6.0,0.0,0,4.0,83.0
17,https://www.youtube.com/watch?v=H44bcc21YqQ,"cinemagazin - haykırışlar,i̇mkan,warner bros,nolan,johnny depp ve amber heard ilişkisi - cinemahub",72,5.0,0.0,0,2.0,77.0
18,https://www.youtube.com/watch?v=mY7lerp0LDE,"aquaman 2 2022 teaser trailer   jason momoa, amber heard",53,6.0,6.0,0,2.0,65.0
113,https://www.youtube.com/watch?v=mQLnp0Z6I3o,amber heard apartada de aquaman 2 ? +johnny depp,53,2.0,1.0,0,1.0,56.0
101,https://www.youtube.com/watch?v=eGnfbtRqdjc,johnny dep didn't get a fair lawsuit,43,12.0,0.0,0,3.0,55.0
15,https://www.youtube.com/watch?v=fhOyh1PfWlk,did amber heard beat up her girlfriend? (amber heard playlist),48,1.0,2.0,0,,51.0
144,https://www.youtube.com/watch?v=_kmHXRVTCYk,"aquaman 2 (2022) teaser trailer | jason momoa, amber heard | fan made trailer",44,4.0,2.0,0,0.0,50.0
153,https://www.youtube.com/watch?v=CPEStm23I_k,"amber heard claps back at petitions to have her fired from ‘aquaman 2,’ confirms her return to the f",44,0.0,2.0,0,1.0,46.0
193,https://www.youtube.com/watch?v=EqYIUDvMBHY,"'aquaman' official extended trailer (2018) | jason momoa, amber heard",36,3.0,1.0,0,1.0,40.0
170,https://www.youtube.com/watch?v=U9nd_qrld5k,solving a rubik's cube everyday until amber heard gets fired - day 1.,32,4.0,0.0,0,3.0,36.0
162,https://www.youtube.com/watch?v=manLDA_zqVY,johnny depp ‘wanted amber heard axed from aquaman’,28,0.0,4.0,0,3.0,32.0
143,https://www.youtube.com/watch?v=LpofHf07Rd8,solving a rubik's cube everyday until amber heard gets fired - day 23,22,8.0,0.0,0,1.0,30.0
118,https://www.youtube.com/watch?v=kxCFkHY3Rbo,johnny depp tried to get amber heard replaced on aquaman,24,0.0,2.0,0,3.0,26.0
39,https://www.youtube.com/watch?v=gqpC6jcKvus,petition to remove amber heard from aquaman 2 surpasses 1.5 million signatures,24,0.0,0.0,0,0.0,24.0
194,https://www.youtube.com/watch?v=dFG0QFNBFiw,solving a rubik's cube everyday until amber heard gets fired - day 19,14,5.0,0.0,0,1.0,19.0
70,https://www.youtube.com/watch?v=NgwLODWv5YU,solving a rubik's cube everyday until amber heard gets fired - day 7,15,3.0,0.0,0,0.0,18.0
82,https://www.youtube.com/watch?v=6Z4aLTvD4q4,where's amber heard's evidence?,15,2.0,1.0,0,,18.0
10,https://www.youtube.com/watch?v=et4jiWft1qc,why isn't amber in jail? (amber heard playlist!!),15,1.0,1.0,0,,17.0
121,https://www.youtube.com/watch?v=gV5Pe79pHlo,"amber heard comparte foto como nadine cross, personaje que interpretará en 'the stand'",17,0.0,0.0,0,0.0,17.0
89,https://www.youtube.com/watch?v=0SMSKHxj2eE,aquaman star amber heard role reduced???,14,2.0,0.0,0,1.0,16.0
4,https://www.youtube.com/watch?v=Glmrbzmo2Ms,solving a rubik's cube everyday until amber heard gets fired - day 21,14,2.0,0.0,0,0.0,16.0
104,https://www.youtube.com/watch?v=8OJXelGFMpo,was amber heard arrested? (amber heard playlist!!),10,0.0,3.0,0,,13.0
47,https://www.youtube.com/watch?v=TlKz297_eKs,solving a rubik's cube everyday until amber heard gets fired - day 25(last),10,3.0,0.0,0,0.0,13.0
55,https://www.youtube.com/watch?v=R-IrIOZwedk,solving a rubik's cube everyday until amber heard gets fired - day 17,10,2.0,0.0,0,1.0,12.0
155,https://www.youtube.com/watch?v=CBUI0ldWmzg,amber turd speaks for victims of abuse while being paid 30k,12,0.0,0.0,0,0.0,12.0
94,https://www.youtube.com/watch?v=C9YxJzIDyN8,solving a rubik's cube everyday until amber heard gets fired - day 2.,10,2.0,0.0,0,0.0,12.0
165,https://www.youtube.com/watch?v=w8G28tV6SlU,"johnny depp forderte ambers ""aquaman""-aus bei warner bros.",8,0.0,0.0,0,0.0,8.0
98,https://www.youtube.com/watch?v=sdjQqwJAqL4,solving a rubik's cube everyday until amber heard gets fired - day 13,6,2.0,0.0,0,0.0,8.0
