,urls,title,n_views,n_likes,n_dislikes,n_favorites,n_comments,total
333,https://www.youtube.com/watch?v=H0sk-spyiBM,piers morgan slammed johnny depp and amber heard back in 2020!,1512,211.0,2.0,0,145.0,1725.0
563,https://www.youtube.com/watch?v=D4_7yV5Qo34,how amber heard ruined her own career,1665,44.0,2.0,0,2.0,1711.0
83,https://www.youtube.com/watch?v=DWj6j5gt6nE,amber heard lawyers expose her & quit absolutely no chance (interview),1402,255.0,0.0,0,10.0,1657.0
782,https://www.youtube.com/watch?v=tTQg6GyzzYs,audio : john campea insults the entire johnny depp/ amber heard community !!,1429,210.0,8.0,0,154.0,1647.0
769,https://www.youtube.com/watch?v=d4jholx4ROE,amber heard: in or out at warner brothers?,1439,192.0,2.0,0,141.0,1633.0
747,https://www.youtube.com/watch?v=gfUMuDPxhts,elon musk defends johnny depp over amber heard,1524,52.0,2.0,0,18.0,1578.0
315,https://www.youtube.com/watch?v=VbNCYZmqr00,johnny depp praises amber heard for being so caring / audio,1566,,,0,,1566.0
355,https://www.youtube.com/watch?v=LYLH4eel2fg,johnny depp fans disappointed after amber heard's announcement | flixet,1492,53.0,14.0,0,64.0,1559.0
105,https://www.youtube.com/watch?v=Dw6vnhfbcUk,fandom zone news ( #amberheard causes rift in a certain group?),1407,141.0,0.0,0,48.0,1548.0
56,https://www.youtube.com/watch?v=e518XGO-Zy4,amber heard spotted on a valentine's day gateway with her girlfriend bianca butti in los angeles.,1464,3.0,65.0,0,18.0,1532.0
198,https://www.youtube.com/watch?v=IrMhJbXc8FM,johnny depp vs amber heard ~ tarot reading! depravity series part 4,1426,82.0,13.0,0,58.0,1521.0
668,https://www.youtube.com/watch?v=GFu1NXFvxNk,"report says amber heard is out for aquaman 2, replaced by emilia clarke as mera!",1328,144.0,1.0,0,36.0,1473.0
593,https://www.youtube.com/watch?v=wyzUsNomdTQ,mera | amber heard | aquaman | az_editz | whatsapp status | fullscreen | 60fps | #shorts,1398,73.0,0.0,0,2.0,1471.0
54,https://www.youtube.com/watch?v=LatQ88xeNUQ,amber heard tries to dox accounts on twitter !,1234,188.0,1.0,0,102.0,1423.0
32,https://www.youtube.com/watch?v=lbz-aaNo56U,bots on change.org with russian ip - amber heard & aquaman,1265,15.0,132.0,0,80.0,1412.0
386,https://www.youtube.com/watch?v=48GGUHEzu-0,amber heard and johnny depp's case officially cancelled due to this reason...,1349,35.0,23.0,0,19.0,1407.0
369,https://www.youtube.com/watch?v=K0G4VgBJlCo,explained: what elon musk has to do with the defamation case against amber heard,1355,42.0,4.0,0,22.0,1401.0
535,https://www.youtube.com/watch?v=CLe_y2GDiTE,amber heard says she doesn’t trust johnny depp / audio,1377,,,0,,1377.0
374,https://www.youtube.com/watch?v=tkM3A_QzrrE,the stand (2020): masud über stephen kings serienadaption,1346,28.0,3.0,0,22.0,1377.0
119,https://www.youtube.com/watch?v=Rq9CkmjuXFY,reading johnny depps palm - will he find love after amber heard!?,1329,39.0,2.0,0,37.0,1370.0
157,https://www.youtube.com/watch?v=n2q-kN4GIwg,10 times johnny depp tried to warn us about amber heard : johnny depp & amber heard,1329,38.0,2.0,0,2.0,1369.0
491,https://www.youtube.com/watch?v=Da6ao_h_ZeI,amber heard’s fans wish death & violence to johnny depp & his fans !!!,1173,188.0,3.0,0,153.0,1364.0
268,https://www.youtube.com/watch?v=1j5-5sxDyLo,🔴 live zach snyder protects amber heard ! johnny’s appeal & movie. much more !,1221,139.0,3.0,0,15.0,1363.0
674,https://www.youtube.com/watch?v=bkp98m33d98,paralegal reacts to psychic prediction of johnny depp vs. amber heard by @antphrodite,1264,93.0,3.0,0,107.0,1360.0
359,https://www.youtube.com/watch?v=XovI9L5eL3Q,amber heard prison for 10 years due to accusations against johnny depp | bluff central,1318,23.0,12.0,0,9.0,1353.0
438,https://www.youtube.com/watch?v=Okjdmq8Ihtg,"""let amber keep her roles"" gal gadot supports amber heard!",1262,21.0,57.0,0,29.0,1340.0
308,https://www.youtube.com/watch?v=s6jkZ1Bh0Yw,baby found after amber alert,1318,18.0,0.0,0,1.0,1336.0
412,https://www.youtube.com/watch?v=HsAKok-O0E0,amber heard is good at exposing her own lies!,1091,241.0,0.0,0,68.0,1332.0
754,https://www.youtube.com/watch?v=PR0sfDvIJZE,¡¡amber heard fuera de aquaman!! 😲😲,1282,37.0,3.0,0,23.0,1322.0
278,https://www.youtube.com/watch?v=VuhTyr8xc_o,zach snyder protects abuser amber heard and slams geeks and gamers !!,1144,134.0,13.0,0,109.0,1291.0
788,https://www.youtube.com/watch?v=tAT-KfFJROo,proof johnny depp controlled amber heard / audio,1286,,,0,,1286.0
751,https://www.youtube.com/watch?v=au4IeJ6HJ00,amber heard being pressured by warner bros.?!?,1163,95.0,3.0,0,34.0,1261.0
543,https://www.youtube.com/watch?v=Gw3jSjp13xc,"amber heard paid her sister $10,000 to lie about johnny depp (in court)!!",1171,67.0,1.0,0,11.0,1239.0
123,https://www.youtube.com/watch?v=yNXnuQM4GkI,emilia clarke not replacing amber heard in aquaman 2? - secret invasion casting,1151,47.0,4.0,0,19.0,1202.0
598,https://www.youtube.com/watch?v=tqlpczRg71s,yellowflash: gamedevs rise up! manga sales explode! heard steals from charity? starwars fans healing,1120,62.0,4.0,0,11.0,1186.0
883,https://www.youtube.com/watch?v=RUZo-hfZ_Zw,elon musk revela los secretos de amber heard: warner la echa y emilia clarke sera mera,1120,59.0,6.0,0,5.0,1185.0
612,https://www.youtube.com/watch?v=WUIjR3CDi-M,everyone loves johnny depp (not amber heard) here is 3 reasons,1087,93.0,0.0,0,27.0,1180.0
104,https://www.youtube.com/watch?v=J2XXKAcYCCc,amber heard subpoenas disney & lapd !,967,193.0,0.0,0,77.0,1160.0
539,https://www.youtube.com/watch?v=DAsoO0HI3u0,amber heard calls johnny depp / adam waldmen supporters cute,1075,67.0,2.0,0,33.0,1144.0
145,https://www.youtube.com/watch?v=De1bPwy4f3g,johnny depp v amber heard (the sun) | amber heard witness statement (7 of 7) full readthrough,987,152.0,0.0,0,76.0,1139.0
286,https://www.youtube.com/watch?v=PO2dZmUnSnc,amber heard lies about donating $7 million of divorce money to charity!!,1078,57.0,1.0,0,26.0,1136.0
507,https://www.youtube.com/watch?v=6d8BvouLeWw,elon musk hid evidence from johnny depp against amber heard !,912,221.0,0.0,0,109.0,1133.0
530,https://www.youtube.com/watch?v=hknBIRc_irA,johnny depp et amber heard audio part.1 français,1057,20.0,0.0,0,19.0,1077.0
645,https://www.youtube.com/watch?v=WdMBTN9qEAo,amber heard failed her physical exam for aquaman 2?,999,75.0,1.0,0,20.0,1075.0
292,https://www.youtube.com/watch?v=1OqUbP9uDpI,new star wars movie! ray fisher versus warner brothers round 3,996,62.0,16.0,0,12.0,1074.0
534,https://www.youtube.com/watch?v=MMfzHV7TVBk,amber heard pourrait finir en prison,1039,6.0,0.0,0,0.0,1045.0
858,https://www.youtube.com/watch?v=dv2DuVL1xSg,amber heard 2021 new,1034,5.0,1.0,0,2.0,1040.0
761,https://www.youtube.com/watch?v=agcbWc4oGiU,i was wrong | amber heard is a victim (satire) #metooes #darthvault,935,81.0,11.0,0,35.0,1027.0
839,https://www.youtube.com/watch?v=6Uwo0cbZNbg,johnny depp victim blames and admits to abuse / audio,1024,,,0,,1024.0
259,https://www.youtube.com/watch?v=LaaiuIPxe0E,readings i stand by ep1 johnny depp & amber heard.,931,79.0,3.0,0,33.0,1013.0
277,https://www.youtube.com/watch?v=6MaJ3FAUsxw,is emilia clarke *really* taking over for amber heard? gltm #shorts,969,14.0,0.0,0,5.0,983.0
18,https://www.youtube.com/watch?v=Sb_xI-vFTcU,amber heard reportedly getting salary raise for aquaman 2 | flixet,910,24.0,44.0,0,35.0,978.0
88,https://www.youtube.com/watch?v=r6eSNJgxsq8,botham’s mother optimistic guyger’s murder conviction will stand as ex-cop appeals sentence,926,5.0,2.0,0,4.0,933.0
736,https://www.youtube.com/watch?v=zdCfaPt2OUo,amber heard is no longer in aqua man 2 (here's why),886,33.0,1.0,0,6.0,920.0
756,https://www.youtube.com/watch?v=ZYhqagUdvUk,🔴 livestream was amber heard fired ? the australia incident revisited.,790,111.0,2.0,0,52.0,903.0
131,https://www.youtube.com/watch?v=UVl_XyyONn4,amber heard aquaman status,851,44.0,8.0,0,14.0,903.0
874,https://www.youtube.com/watch?v=VhpxSgFo1cU,"closer & closer johnny depp, amber heard, elon musk, space x, kim kardashian, kanye west.",815,82.0,2.0,0,25.0,899.0
520,https://www.youtube.com/watch?v=uJLzmhzO7qQ,johnny depp & amber heard: the other side of the story,865,18.0,1.0,0,0.0,884.0
143,https://www.youtube.com/watch?v=UgDLGeHsI5w,johnny depp officially loses case against amber heard?!!,827,25.0,9.0,0,11.0,861.0
844,https://www.youtube.com/watch?v=sLtnO0MePVs,amber heard reacts to being fired from aquaman 2,807,37.0,3.0,0,10.0,847.0
433,https://www.youtube.com/watch?v=JB_dI_awqQI,"no, amber heard was not fired from aquaman 2 | t online",840,,,0,0.0,840.0
275,https://www.youtube.com/watch?v=bkDAMnXfSNA,late night talks weekend's (elon musk thinks johnny depp and amber heard should “bury the hatchet”),764,74.0,0.0,0,16.0,838.0
910,https://www.youtube.com/watch?v=huII79wxQA8,aquaman mera status |4k| [amber heard] | #restorethesnyderverse |,763,50.0,19.0,0,7.0,832.0
199,https://www.youtube.com/watch?v=8n68SzcVhak,mera 🥺💓💓 tu hi mera 😍| amber heard ❤️ | hd whatsapp status #shorts love status,769,37.0,4.0,0,5.0,810.0
321,https://www.youtube.com/watch?v=hkOgsftrxBs,top 10 amber heard movies |top 10 best ever movies |amber heard,798,4.0,5.0,0,1.0,807.0
720,https://www.youtube.com/watch?v=njXNoCBMz-0,amber heard johnny depp arguing leaked audio | full conversation,766,27.0,0.0,0,13.0,793.0
237,https://www.youtube.com/watch?v=k2srvP9owb0,amber heard calls out media for ignoring marilyn manson abuse allegations!,771,13.0,4.0,0,29.0,788.0
439,https://www.youtube.com/watch?v=WIGmgYJ4JaU,"depauperada official book trailer (2021) ben affleck, amber heard, chloë grace moretz | hd",727,42.0,3.0,0,15.0,772.0
547,https://www.youtube.com/watch?v=0AedB0Vvm1A,amber heard,722,24.0,7.0,0,23.0,753.0
305,https://www.youtube.com/watch?v=NYussfTGQzo,stephen king’s the stand: costume designer interview,722,26.0,0.0,0,9.0,748.0
383,https://www.youtube.com/watch?v=cAI4Pp82Rko,*rude* amber heard targets johnny depp fans on twitter!,671,61.0,2.0,0,15.0,734.0
569,https://www.youtube.com/watch?v=D8Cs3pvwscU,the media sided with amber heard? bias against johnny depp!,648,72.0,9.0,0,39.0,729.0
673,https://www.youtube.com/watch?v=FOYAyE3XL58,10 celebrities that tried to warn us about amber heard,694,27.0,1.0,0,3.0,722.0
792,https://www.youtube.com/watch?v=uS5nJ_pJ0Rw,patriot en falcon and the winter soldier! serie de mera amber heard en hbo max - hercules disney,651,59.0,4.0,0,3.0,714.0
442,https://www.youtube.com/watch?v=TxDltzta5TQ,aquaman mera whatsapp status - amber heard whatsapp status short video,657,32.0,3.0,0,1.0,692.0
715,https://www.youtube.com/watch?v=AFqCdli4p-s,💓amber heard || aquaman || 4k || full screen hd status,628,32.0,29.0,0,6.0,689.0
805,https://www.youtube.com/watch?v=UKPoIplEsJg,amber heard stories,688,,,0,4.0,688.0
536,https://www.youtube.com/watch?v=J0MrWUvVOek,"thatumbrellaguy: huge amber heard news as the lapd, disney, and twitter destroy heard's lies!",604,71.0,1.0,0,13.0,676.0
533,https://www.youtube.com/watch?v=ff64g37R-H8,amber heard's own team exposed her for assaulting johnny depp..here's why!,649,25.0,1.0,0,5.0,675.0
409,https://www.youtube.com/watch?v=wucC-Jx9Vfc,what happened with johnny depp |exposed hindi &urdu | ak network,632,30.0,13.0,0,12.0,675.0
607,https://www.youtube.com/watch?v=EnhZFld5N2o,johnny depp is not the victim! (the mctaggart attack podcast),543,4.0,123.0,0,77.0,670.0
662,https://www.youtube.com/watch?v=GHDg_qQD-2o,amber heard donation fraud accusations look really bad,613,46.0,0.0,0,9.0,659.0
654,https://www.youtube.com/watch?v=1bJg204eb2A,celebrities who spoke up against amber heard lies,633,17.0,1.0,0,3.0,651.0
743,https://www.youtube.com/watch?v=nF2trly23ww,"amber heard को jason momoa की blockbuster film aquaman 2 से किया बहार, जानिए क्यों | filmibeat",631,6.0,2.0,0,0.0,639.0
812,https://www.youtube.com/watch?v=TerZ03q4-zo,did amber heard commit perjury in london?,580,47.0,1.0,0,14.0,628.0
115,https://www.youtube.com/watch?v=Vb_w6miwSOI,this is the prove that amber heard is lying | flixet,572,51.0,1.0,0,9.0,624.0
833,https://www.youtube.com/watch?v=GhSzLpWvIOI,late night talks ft loki ( #amber heard  angry that wb’s trying to steal her spotlight in #aquaman2,562,60.0,0.0,0,30.0,622.0
585,https://www.youtube.com/watch?v=11yL6DPMIfQ,johnny depp brands ex-wife amber heard 'scum' in uncovered 2016 text messages,598,,,0,5.0,598.0
136,https://www.youtube.com/watch?v=f88pmqhuAjw,10 times johnny depp hated amber heard...,574,23.0,1.0,0,6.0,598.0
436,https://www.youtube.com/watch?v=D5CKa_zeepI,amber heard + johnny depp further evidence of abuse & perjury,562,36.0,0.0,0,6.0,598.0
36,https://www.youtube.com/watch?v=wsO0KLDe530,amber heard in aquaman 2 ? |  movies update,545,47.0,2.0,0,13.0,594.0
220,https://www.youtube.com/watch?v=vPwD_VgP_mg,top celebrities who spoke up against amber heard's lies,570,21.0,2.0,0,5.0,593.0
861,https://www.youtube.com/watch?v=O09-veNG9dE,let's help! the kids - chla charity stream #justiceforjohnnydepp,467,107.0,0.0,0,23.0,574.0
885,https://www.youtube.com/watch?v=01BoXlJ24Vc,jason momoa's thoughts on working with amber heard on aquaman 2 | flixet,543,20.0,10.0,0,17.0,573.0
203,https://www.youtube.com/watch?v=ri0kM4nr2nI,amber heard still lying... and not apologizing for the 7 million lie // #justiceforjohnny,518,47.0,0.0,0,19.0,565.0
39,https://www.youtube.com/watch?v=cTsLMnXMS-g,johnny depp vs. elon musk,536,22.0,2.0,0,5.0,560.0
796,https://www.youtube.com/watch?v=O9IELHufz4A,jason momoa speaks - amber heard being replaced from aquaman 2!?,538,18.0,0.0,0,0.0,556.0
284,https://www.youtube.com/watch?v=bw1utvnlU3A,amber heard fired from aquaman 2 ?,434,112.0,1.0,0,34.0,547.0
526,https://www.youtube.com/watch?v=r5aa00tfyU4,"""the stand"" episodes 1-4 review | non-spoiler first impressions",495,18.0,0.0,0,9.0,513.0
271,https://www.youtube.com/watch?v=ilRT3XtX0Yc,amber heard finally fired from aquaman 2!,490,15.0,1.0,0,20.0,506.0
57,https://www.youtube.com/watch?v=JgK03HpSQ2A,elon musk + amber heard = ghislaine maxwell? warnermedia and hbo max got issues?,467,37.0,1.0,0,2.0,505.0
690,https://www.youtube.com/watch?v=FJfsZWATvh0,this is how amber heard ruined johnny depp's career | flixet,465,29.0,3.0,0,17.0,497.0
116,https://www.youtube.com/watch?v=azJv2YsAF8I,amber heard london fields,478,1.0,1.0,0,0.0,480.0
902,https://www.youtube.com/watch?v=f3oTqHHAMt8,here's the audio where amber heard mocks johnny depp & admits to hitting him ~ uncensored audio,463,,,0,7.0,463.0
367,https://www.youtube.com/watch?v=wl5Z5xS_MrQ,amber heard 3 years jailed. #amberheardjailed #aquamanstar #prisontime,425,15.0,2.0,0,3.0,442.0
714,https://www.youtube.com/watch?v=0aG_Doj-_Ek,martin luther king jr. commemorative lecture featuring ashley blaine featherson,420,19.0,0.0,0,0.0,439.0
625,https://www.youtube.com/watch?v=hV6kEpxd49k,aquaman and mera //jason momoa and amber heard //full screen loving whatsapp status //_i'm yk//,430,,,0,2.0,430.0
830,https://www.youtube.com/watch?v=PSHM9k1iPqQ,amber heard demands $33k to talk about toxic relationships!! | celebrity craze,409,17.0,2.0,0,13.0,428.0
706,https://www.youtube.com/watch?v=mrKm6WQeIlY,amber heard reaction to hollywood officially cancelling her!,383,20.0,0.0,0,6.0,403.0
838,https://www.youtube.com/watch?v=ozvWPc2PKDk,johnny depp vs amber heard most recent update // jan 25th // #justiceforjohnny,382,19.0,0.0,0,7.0,401.0
567,https://www.youtube.com/watch?v=_8_WtiR-nyc,johnny depp's appeal rejected... and amber heard continues to not be held accountable,350,31.0,1.0,0,4.0,382.0
295,https://www.youtube.com/watch?v=74WE_PbfAfE,amber heard vs emilia clarke | who will be fit as mera in aquaman 2,357,21.0,2.0,0,9.0,380.0
699,https://www.youtube.com/watch?v=o7UJ_-Hknaw,amber heard goes to jail for 10 years for johnny depp accusations?!,364,13.0,0.0,0,5.0,377.0
28,https://www.youtube.com/watch?v=zrm_87fQA10,amber heard dating history 😍 who she dated 🤔,355,3.0,7.0,0,4.0,365.0
161,https://www.youtube.com/watch?v=aPDxbXIB4LI,"amber heard vs johnny depp & bots - 21st century reporter: domestic violence, humanitarian, politics",364,,,0,34.0,364.0
666,https://www.youtube.com/watch?v=KEE01aan5tg,"johnny depp y amber heard: matrimonio tóxico, violencia, maltrato y demandas",349,11.0,2.0,0,1.0,362.0
7,https://www.youtube.com/watch?v=2183lqRNWgc,aquaman's amber heard turns 35,359,,,0,12.0,359.0
441,https://www.youtube.com/watch?v=MoPBPgxujp4,emilia clarke signed on to replace amber heard as mera in aquaman 2?,329,24.0,1.0,0,20.0,354.0
611,https://www.youtube.com/watch?v=RUVg2vOELiI,amber heard//mera// full screen whatsapp status with elefante song,333,15.0,1.0,0,0.0,349.0
239,https://www.youtube.com/watch?v=DSqa4t5oi3g,johnny depp is a crackhead!! (the amber heard playlist!!),347,,,0,,347.0
372,https://www.youtube.com/watch?v=d2pTzN0Agkw,amber heard suing warner bros. for aquaman 2 decision | the gossipy,342,4.0,0.0,0,5.0,346.0
72,https://www.youtube.com/watch?v=hdDzdh9Gl7I,you must be kidding!  for megahoboho (amber heard playlist!!),342,,,0,,342.0
553,https://www.youtube.com/watch?v=dyXT7_xwgN8,johnny depp vs amber heard  #44,326,6.0,10.0,0,11.0,342.0
73,https://www.youtube.com/watch?v=AAX0myRmkBU,i stand with amber heard,275,5.0,48.0,0,34.0,328.0
254,https://www.youtube.com/watch?v=NgLNExHh3Rg,late night talks weekend #amberheard rumored to have been fired from #aquaman2 for contract breach,260,67.0,0.0,0,13.0,327.0
894,https://www.youtube.com/watch?v=Dkli_KasOXY,“amber heard will have her own spin-off on hbomax as mera” ?.,290,27.0,3.0,0,67.0,320.0
168,https://www.youtube.com/watch?v=LjGX6L2cMb4,how amber heard destroyed her own life so bad,287,26.0,1.0,0,15.0,314.0
428,https://www.youtube.com/watch?v=89Bg1GryUKw,"i support johnny depp because amber heard isn't the victim, and she lied about it.",296,18.0,0.0,0,4.0,314.0
473,https://www.youtube.com/watch?v=GJ16lEEUmNU,amber heard | aquaman | whatsapp status | #wharan full screen #jhoney #aquamen #aquamen,286,22.0,0.0,0,4.0,308.0
402,https://www.youtube.com/watch?v=lp4w1QoJYmg,how to draw celeb amber heard|how to draw amber heard portrait|amber heard art|amber heard hq pic.,239,62.0,2.0,0,5.0,303.0
523,https://www.youtube.com/watch?v=42PlaGmtlDM,mera aquaman short video | amber heard #movie2flimclips,273,28.0,0.0,0,0.0,301.0
294,https://www.youtube.com/watch?v=dZlNKlktxY8,"amber heard lifestyle 2021 ★ husband, boyfriend, net worth, car & house",296,3.0,1.0,0,1.0,300.0
208,https://www.youtube.com/watch?v=xW9MrBIPEBM,"amber heard fired from aquaman 2 for being fat, failing physical and petition at 1.8 million",290,6.0,0.0,0,0.0,296.0
196,https://www.youtube.com/watch?v=CjZ7MZI_M9A,aquaman 2 (2022) hd trailer jason momoa - amber heard movie hd,237,40.0,4.0,0,1.0,281.0
466,https://www.youtube.com/watch?v=sIFJP0A7ivY,amber heard fired from aquaman 2 - she poops in beds!,265,12.0,1.0,0,6.0,278.0
733,https://www.youtube.com/watch?v=44liFFWh2ow,late night talks blockbuster (#amberheardisaliar responses to charity scandal),235,42.0,1.0,0,11.0,278.0
362,https://www.youtube.com/watch?v=C2X61mvTOH0,amber heard furious at johnny depp for releasing new evidence | the gossipy,264,12.0,0.0,0,5.0,276.0
446,https://www.youtube.com/watch?v=iByoIQoBVkM,johnny depp loses lawsuit to the sun newspaper,269,3.0,1.0,0,2.0,273.0
856,https://www.youtube.com/watch?v=ktkIcfA9KpM,amber heard mera series coming to hbomax?  dc films rumor report,236,30.0,7.0,0,28.0,273.0
121,https://www.youtube.com/watch?v=QGKJfGp0YrU,liga da justiça de zack snyder 2021  cenas de  mera amber heard,267,4.0,1.0,0,0.0,272.0
793,https://www.youtube.com/watch?v=XEq1YxcoX44,johnny depp claims lapd video disproves amber heard's domestic violence allegations in last attempt,255,15.0,0.0,0,5.0,270.0
591,https://www.youtube.com/watch?v=nbNX3oak0no,johnny depp lied about amber heard !!!,218,2.0,46.0,0,12.0,266.0
590,https://www.youtube.com/watch?v=I3XSBt0AoSA,amber heard - mera - aquaman's wife - funny & cute moment || amber heard funny & cute moments,254,2.0,5.0,0,0.0,261.0
597,https://www.youtube.com/watch?v=bVZIAOVZvws,amber heard reportedly in talks for star wars role | flixet,242,10.0,6.0,0,20.0,258.0
684,https://www.youtube.com/watch?v=dwLFizMJ440,drivers license - olivia rodrigo (cover by amber heard),238,15.0,0.0,0,9.0,253.0
90,https://www.youtube.com/watch?v=SAA7JDNZhMI,johnny depp's stupid  appeal denied (amber heard playlist!!),245,,,0,,245.0
216,https://www.youtube.com/watch?v=YdfZY8AARoU,johnny depp: celebrities vouched for johnny depp against amber heard,233,8.0,0.0,0,3.0,241.0
791,https://www.youtube.com/watch?v=QGCE3Fo6R9k,"amber heard , aquaman , whatsapp status , aquaman mera vertical whatsapp status , amber heard status",233,5.0,1.0,0,0.0,239.0
128,https://www.youtube.com/watch?v=FjWYJpq6X8A,amber heard was not fired from aquaman 2,222,7.0,0.0,0,1.0,229.0
614,https://www.youtube.com/watch?v=zkqvxf1Bl1c,amber heard finally apologies to johnny depp,222,4.0,2.0,0,2.0,228.0
484,https://www.youtube.com/watch?v=TmGV714XceU,"aquaman 2 [2022] teaser trailer jason momoa, amber heard [ fan made ]",207,13.0,0.0,0,2.0,220.0
629,https://www.youtube.com/watch?v=BpYXhLOlGM0,"another ""milestone"" of 451k dislikes: amber heard interview disliked by over 451k people on youtube",199,20.0,0.0,0,16.0,219.0
432,https://www.youtube.com/watch?v=VJdqT78gj1E,johnny depp application to appeal |why amber heard 'donation' to charities is so important,170,45.0,0.0,0,36.0,215.0
399,https://www.youtube.com/watch?v=Tw4xcEma1Ng,aquaman mera whatsapp status in vertical | amber heard |,195,13.0,2.0,0,0.0,210.0
741,https://www.youtube.com/watch?v=mmj6023H0Ik,amber heard has been fired from aquaman! (justice for johnny depp),192,6.0,3.0,0,3.0,201.0
890,https://www.youtube.com/watch?v=7lCzkvEr-FE,why amber heard's mera still works | in defence of zack snyder's justice league,189,6.0,5.0,0,14.0,200.0
698,https://www.youtube.com/watch?v=gW1V_05b4us,"bots sign petitions & incite hate - amber heard, aquaman, change.org petition bots, warner bros",184,8.0,7.0,0,6.0,199.0
842,https://www.youtube.com/watch?v=jw5SYWfTOok,amber heard sentenced to 5 years in prison for bribing her sister to lie in court?!,188,7.0,2.0,0,4.0,197.0
650,https://www.youtube.com/watch?v=kZRBR7BQ17M,"#dcnews amber heard sigue como mera, ¿pelis de la legión y el espantapájaros? diggle, batman beyond",163,32.0,0.0,0,3.0,195.0
31,https://www.youtube.com/watch?v=gcXV1z_3Kg0,10 celebrities who defended johnny depp against amber heard (johnny depp's exes & amber's assistant),183,11.0,1.0,0,3.0,195.0
62,https://www.youtube.com/watch?v=bWddtU5fJL0,amber heard's camp attacking and twisting words of supporters of jd on social media,185,8.0,0.0,0,2.0,193.0
898,https://www.youtube.com/watch?v=8l9fxFFEk0s,amber heard claps back at johny deep fans dragging her,180,3.0,1.0,0,1.0,184.0
704,https://www.youtube.com/watch?v=uZ74CssYG-Q,amber  heard despedida de aquaman 2 (verdad o fake) todo lo que debes saber,173,5.0,2.0,0,5.0,180.0
538,https://www.youtube.com/watch?v=E-TSmB66iQ4,amber heard gets ran through by elon musk (how to lose domestic violence case speedrun) johnny depp!,169,8.0,2.0,0,5.0,179.0
700,https://www.youtube.com/watch?v=aB7HS_L2AxY,amber heard beautiful 😍 entry // aquaman // status video mass entry-level,167,7.0,0.0,0,0.0,174.0
560,https://www.youtube.com/watch?v=0jBimwm7l1g,is amber heard narcissistic? (amber heard playlist!!),172,,,0,,172.0
242,https://www.youtube.com/watch?v=_jndVYZiIyA,"bed news - amber heard, gina carano e cani assassini",161,8.0,1.0,0,7.0,170.0
183,https://www.youtube.com/watch?v=w1W3j_Kk2N0,gal gadot wants to work with amber heard,161,6.0,2.0,0,5.0,169.0
581,https://www.youtube.com/watch?v=DQFmjNNEaAY,has amber heard been fired from aquaman 2? | small screen stories,149,15.0,0.0,0,6.0,164.0
493,https://www.youtube.com/watch?v=qZvzB5gry9M,hollywood gossip! insane news! amber heard and...,158,3.0,1.0,0,0.0,162.0
375,https://www.youtube.com/watch?v=C73RPQA3Trk,amber heard lied about donating to charity,130,27.0,0.0,0,0.0,157.0
511,https://www.youtube.com/watch?v=wOqyKF5XCFs,johnny depp 'wanted amber heard dropped from aquaman' amid abuse allegations,135,0.0,20.0,0,5.0,155.0
463,https://www.youtube.com/watch?v=Inviy0-5Sf0,exclusive amber heard hasn't been fired from aquaman 2  - but many of her scenes are being cut,146,7.0,0.0,0,12.0,153.0
465,https://www.youtube.com/watch?v=Q85PjwBfH34,amber heard la mas m@mi del dceu...,148,4.0,1.0,0,1.0,153.0
261,https://www.youtube.com/watch?v=bGMXolMUXs8,amber heard not fired from aquaman 2 – but many of her scenes are being cut,143,9.0,0.0,0,5.0,152.0
267,https://www.youtube.com/watch?v=6jhtgKqCRZI,unqualified youtube body language experts are lying to you!!  (amber heard playlist!!),151,,,0,,151.0
895,https://www.youtube.com/watch?v=SNbmPwmoP7I,mera all powers from aquaman | 2018 | amber heard | jason momoa,145,4.0,0.0,0,0.0,149.0
29,https://www.youtube.com/watch?v=2HZxp2g3hM4,yes!! amber heard did donate the divorce settlement(amber heard playlist!!),144,,,0,,144.0
452,https://www.youtube.com/watch?v=flr6YYci2E8,amber heard - shocking truth on how she destroyed her own career,137,6.0,0.0,0,0.0,143.0
70,https://www.youtube.com/watch?v=A23FphD606M,why is amber heard so held up on twitter subpoenas?,112,27.0,0.0,0,10.0,139.0
82,https://www.youtube.com/watch?v=1PZ4BNyPQro,amber heard was finally fired - too serious. episode 52,130,5.0,1.0,0,0.0,136.0
794,https://www.youtube.com/watch?v=Cpn6UBJyO5g,amber heard reaction to losing aquaman 2 role as mera!,129,4.0,3.0,0,2.0,136.0
573,https://www.youtube.com/watch?v=I03uDch2beY,amber heard and lisa shea mundt on insights from the pulse of govcon,131,0.0,4.0,0,1.0,135.0
265,https://www.youtube.com/watch?v=Kcj-BVZoqFE,"trailer acquaman 2 (2021) treaser trailer - jason mamoa, amber heard, hd-official channel",123,3.0,0.0,0,0.0,126.0
10,https://www.youtube.com/watch?v=oSOzFjjm6GA,"#dcnews amber heard se entrena para aquaman 2, trailer legends season 6, joker, fortnite y mucho más",99,26.0,0.0,0,5.0,125.0
728,https://www.youtube.com/watch?v=rr64Wsvk3yo,did amber heard donate the divorce settlement? (amber heard playlist!),124,,,0,,124.0
249,https://www.youtube.com/watch?v=Sgnde3b29L0,"nuevo trailer de shang-chi, amber heard regresa como mera, olivia colman y christian bale en el ucm",101,19.0,1.0,0,4.0,121.0
129,https://www.youtube.com/watch?v=-l2cdTsk8P4,10 times johnny depp tried to warn us about amber heard | bluff central,116,4.0,0.0,0,1.0,120.0
