urls,comment,publish_dtime,n_likes,n_replies,total
https://www.youtube.com/watch?v=yp3mUWcu26k,"â€œDo you think sheâ€™s into younger guys?â€‌
â€œSheâ€™s 5,000 years old, every guy is a younger guyâ€‌",2021-03-14 15:42:50+00:00,8536.0,29.0,8565.0
https://www.youtube.com/watch?v=GWUMe-u9zKE,I wish him from the bottom of my heart to win. He doesnt deserve any of this.. Justice for Depp.,2021-01-28 21:30:28+00:00,8475.0,25.0,8500.0
https://www.youtube.com/watch?v=VjBYuyHvAkQ,"His security let's go of him for a second and he's like
""hold on, that one isn't signed.
I must sign""",2021-04-11 01:53:17+00:00,8414.0,21.0,8435.0
https://www.youtube.com/watch?v=IAGz2bDlwqA,who is here watching after watching the Snyder Cut Movie?,2021-03-19 03:36:37+00:00,8171.0,176.0,8347.0
https://www.youtube.com/watch?v=GWUMe-u9zKE,"She actually looks really aggressive, her whole demeanor.",2021-02-02 17:19:50+00:00,8306.0,31.0,8337.0
https://www.youtube.com/watch?v=uretrfMA-Io,"â€‍They wonâ€™t believe you, because youâ€™re a manâ€‌

She is NOT a victim.",2021-01-01 19:36:44+00:00,8274.0,50.0,8324.0
https://www.youtube.com/watch?v=gEfWUbRfFR8,Ladies and gentlemen ...... We got her !!!,2021-03-22 17:39:04+00:00,8087.0,108.0,8195.0
https://www.youtube.com/watch?v=pk4FCnbehCM,"For an actress, she is terrible at playing the victim.",2021-01-26 23:20:25+00:00,8143.0,50.0,8193.0
https://www.youtube.com/watch?v=pk4FCnbehCM,"And she thought she was untouchable , justice for Johnny â‌¤ï¸ڈâ‌¤ï¸ڈâ‌¤ï¸ڈًں‘چًں‘چًں‘چ",2021-01-26 17:11:30+00:00,8037.0,40.0,8077.0
https://www.youtube.com/watch?v=b9V3Pj47x4c,After the snyder cut we're just gonna pretend that this movie never existed.,2021-03-22 04:25:02+00:00,7973.0,76.0,8049.0
https://www.youtube.com/watch?v=VjBYuyHvAkQ,Lol they literally have to carry him away from his fans to stay in schedule.,2021-02-06 15:41:00+00:00,7923.0,22.0,7945.0
https://www.youtube.com/watch?v=hQFFm_X2lps,She looks like a teenager trying to pretend they don't care.  Extremely immature.,2021-02-17 17:57:04+00:00,7915.0,14.0,7929.0
https://www.youtube.com/watch?v=b9V3Pj47x4c,First time ever in the cinema history when a parody was made before the actual movie,2021-03-28 22:40:39+00:00,7861.0,66.0,7927.0
https://www.youtube.com/watch?v=WLgXd5H6Q2A,"Great, now it's warner bros' turn to apologize and rehired him",2021-02-02 18:24:42+00:00,7812.0,91.0,7903.0
https://www.youtube.com/watch?v=d4v0E7kkaVQ,"â€œHomosexuals are gayâ€‌ 
Fbi: he knows take him out",2021-02-02 14:14:24+00:00,7875.0,26.0,7901.0
https://www.youtube.com/watch?v=b9V3Pj47x4c,"The flash here: *Race with superman* 
The flash in snyder cut: *Rewind time and saved the entire Universe*",2021-03-22 06:18:51+00:00,7765.0,75.0,7840.0
https://www.youtube.com/watch?v=74bDLtT6Khw,"Amber Heardâ€™s own parents spoke out against her; sheâ€™s got a history of violence and manipulation. This woman deserves jail time for her false accusations. I am a woman, and I feel that any woman falsely accusing a man of rape/violence absolutely deserves jail time.

Edit: For me this transgresses gender. While I believe they are both culpable for their own shit they brought to the show, itâ€™s the money aspect and the fact that gender dictates how rape/assault investigations work...that makes me a lot frustrated. She obstructed justice and tied up resources for money. Blech.",2021-01-26 08:16:21+00:00,7694.0,45.0,7739.0
https://www.youtube.com/watch?v=GWUMe-u9zKE,Lets not watch â€œpirates of the Caribbeanâ€‌ or â€œfantastic beasts and where to find themâ€‌ without him. They deserve to lose all their money. No way Iâ€™m watching.,2021-02-16 01:19:01+00:00,7660.0,58.0,7718.0
https://www.youtube.com/watch?v=gcIYyGrQFTk,The fact that she is getting another movie and Johnny has been removed from Fantastic Beasts and his career has been ruined infuriates me,2021-01-20 02:59:49+00:00,7473.0,101.0,7574.0
https://www.youtube.com/watch?v=J--nC12W-YI,"And a big problem with the taunt is itâ€™s explosion range is so tiny, when the enemy is walking around it, itâ€™s literally out of range.",2021-03-31 18:50:25+00:00,7488.0,31.0,7519.0
https://www.youtube.com/watch?v=siGE-fVUHG4,Nobody can replace him. If heâ€™s not in they will never get my money again,2021-02-21 20:42:26+00:00,7402.0,112.0,7514.0
https://www.youtube.com/watch?v=gcIYyGrQFTk,Look how confident she is while his anxiety is radiating through the phone.,2021-02-10 15:56:06+00:00,7325.0,123.0,7448.0
https://www.youtube.com/watch?v=GWUMe-u9zKE,Divorcing him 3 days after his mother's death!?. She is evil.,2021-02-02 14:38:59+00:00,7284.0,41.0,7325.0
https://www.youtube.com/watch?v=GWUMe-u9zKE,"Amber Heard thought that because sheâ€™s a woman, everyone would believe her over Johnny.",2021-02-16 03:56:20+00:00,7183.0,50.0,7233.0
https://www.youtube.com/watch?v=978iHuFKfS4,This deserves the hype just as much as 'Drivers License'. jus sayin,2021-02-23 11:08:59+00:00,7015.0,99.0,7114.0
https://www.youtube.com/watch?v=GWUMe-u9zKE,She is so pretty.....pretty evil. A shame that she is a horrible person. She ruined Depp's life.,2021-02-07 15:15:12+00:00,6993.0,90.0,7083.0
https://www.youtube.com/watch?v=hQFFm_X2lps,"â€œThey wonâ€™t believe you , because you are a manâ€‌ 

SHE IS NOT A VICTIM.",2021-02-18 01:00:53+00:00,7067.0,16.0,7083.0
https://www.youtube.com/watch?v=GWUMe-u9zKE,I just love how pretty much everyone is on Deppâ€™s side here.,2021-02-20 01:23:56+00:00,7013.0,58.0,7071.0
https://www.youtube.com/watch?v=hQFFm_X2lps,The irony is she's an actress who can't act for her own lie.,2021-03-05 16:11:39+00:00,6998.0,42.0,7040.0
https://www.youtube.com/watch?v=hQFFm_X2lps,Itâ€™s sad that ambers own parents side with Johnny and feel bad for him because they know she is lying,2021-02-11 20:39:32+00:00,6913.0,33.0,6946.0
https://www.youtube.com/watch?v=ZzcUoAwYWU8,The fact that the electro hypostasis was just out in the open really messed with me,2021-01-12 00:08:37+00:00,6893.0,13.0,6906.0
https://www.youtube.com/watch?v=tybOcw3gQzc,the fact that HER parents supported him that much and how they texted him,2021-01-15 22:40:32+00:00,6806.0,91.0,6897.0
https://www.youtube.com/watch?v=Bu1uOt5Tyoc,"Guys, please stop insulting amber heard. I'm tired of liking your comments.",2021-02-16 05:09:10+00:00,6766.0,124.0,6890.0
https://www.youtube.com/watch?v=gECq8x8b6bo,Both exes defended Johnny. That says a lot about Amber. Just because she's a woman doesn't mean she's the victim. Cancel Amber please!!!,2021-02-22 23:18:00+00:00,6819.0,66.0,6885.0
https://www.youtube.com/watch?v=gECq8x8b6bo,"I don't get how this is still going, so many people are backing up JD and who's backing amber? Jd is an amazing guy",2021-02-19 19:49:46+00:00,6775.0,93.0,6868.0
https://www.youtube.com/watch?v=Bu1uOt5Tyoc,"Elon Musk backing up Johnny Depp starts at 7:28

I can't get those 7 minutes back, but you can",2021-02-19 19:46:50+00:00,6473.0,342.0,6815.0
https://www.youtube.com/watch?v=Bu1uOt5Tyoc,Women like her makes it hard for real victims to be believed.,2021-02-15 02:39:54+00:00,6672.0,114.0,6786.0
https://www.youtube.com/watch?v=T0jOgW9kSgU,I hope Johnny Depp gets his career back on track and leave relationship alone for awhile concentrate on your kids and make more Pirate of the Caribbean movie or something make movie work your woman Johnny,2021-04-08 04:38:00+00:00,6697.0,29.0,6726.0
https://www.youtube.com/watch?v=siGE-fVUHG4,Iâ€™m never watching pirates of the Caribbean without him.EVER.,2021-02-22 06:02:27+00:00,6439.0,121.0,6560.0
https://www.youtube.com/watch?v=ZzcUoAwYWU8,"Is no one gonna talk about how odd it is to hear Amber ask Xiao for ""a hand""?
I can't imagine a single scenario in which they might've interacted",2021-02-17 00:11:55+00:00,6515.0,22.0,6537.0
https://www.youtube.com/watch?v=bCk2xMs6j8M,"""Ditch the witch"" I never knew about this thank you!! ًں¤£ًںک‚",2021-03-17 03:38:46+00:00,6492.0,17.0,6509.0
https://www.youtube.com/watch?v=uC9qU3X1JgM,4:30 the way he throws away Batman like a trash,2021-02-16 10:49:02+00:00,6310.0,173.0,6483.0
https://www.youtube.com/watch?v=gEfWUbRfFR8,Whatâ€™s scares me is that if JD didnâ€™t have evidence no one wouldâ€™ve believed him. Shame on her.,2021-03-23 22:22:10+00:00,6396.0,63.0,6459.0
https://www.youtube.com/watch?v=J--nC12W-YI,"Itâ€™s such a shame tho,because her design is so good",2021-03-31 19:32:25+00:00,6392.0,40.0,6432.0
https://www.youtube.com/watch?v=siGE-fVUHG4,Iâ€™m a woman and this is pure sexism towards Johnny depp. He dealt with domestic abuse he never laid a finger on her.,2021-02-21 20:38:37+00:00,6225.0,107.0,6332.0
https://www.youtube.com/watch?v=Y4Xh2KBI4I0,This either aged really well or horribly lol not sure yet,2021-01-04 16:34:03+00:00,6293.0,23.0,6316.0
https://www.youtube.com/watch?v=VjBYuyHvAkQ,he almost lokks like a criminal who has to forcefully be taken in custody. lol. he is so sweet .,2021-01-30 15:25:06+00:00,6235.0,16.0,6251.0
https://www.youtube.com/watch?v=bCk2xMs6j8M,You know somethings wrong when the accuser's parents are against her,2021-03-30 08:16:23+00:00,6206.0,40.0,6246.0
https://www.youtube.com/watch?v=pk4FCnbehCM,"Iâ€™m not a Depp â€œfanâ€‌ but wrong is wrong.  I will boycott all of her movies.  He lost at least two movies due to her false claims, she should lose her career.",2021-02-02 23:23:33+00:00,6144.0,49.0,6193.0
https://www.youtube.com/watch?v=978iHuFKfS4,"my mom: who's screaming in the bathroom?
me on my world tour performance: 2:34",2021-01-04 18:09:17+00:00,6086.0,29.0,6115.0
https://www.youtube.com/watch?v=d4v0E7kkaVQ,It's true though homosexuals are pretty gay,2021-01-20 23:35:14+00:00,5996.0,60.0,6056.0
https://www.youtube.com/watch?v=UvsHWTGHmts,I feel so bad for Johnny for having to go through this long battle. :'(,2021-01-30 21:21:36+00:00,5950.0,26.0,5976.0
https://www.youtube.com/watch?v=GWUMe-u9zKE,"For an actress, sheâ€™s a terrible actress.",2021-01-30 18:20:46+00:00,5933.0,40.0,5973.0
https://www.youtube.com/watch?v=GWUMe-u9zKE,If gender equality is real then Johnny needs Justice. Men are victim too..,2021-02-16 21:57:28+00:00,5860.0,91.0,5951.0
https://www.youtube.com/watch?v=GWUMe-u9zKE,She calls depp a baby for mentioning how she hit him and then goes on and whines to the whole world about him hitting her.   She's a double standard bully,2021-01-28 23:48:36+00:00,5880.0,43.0,5923.0
https://www.youtube.com/watch?v=O1Rrb3ET21c,"I support Johnny Depp.
Who tf cares about amber heard",2021-02-20 17:39:18+00:00,5674.0,215.0,5889.0
https://www.youtube.com/watch?v=GWUMe-u9zKE,"As a female, I speak on behalf of all females : We do not claim her.",2021-03-07 15:47:03+00:00,5723.0,137.0,5860.0
https://www.youtube.com/watch?v=bCk2xMs6j8M,"You know that video where Johnny was slamming cupboard doors and drinking, on that day he found out that his mother passed away, he wasnâ€™t mad, he was upset.",2021-03-20 08:58:34+00:00,5748.0,45.0,5793.0
https://www.youtube.com/watch?v=UvsHWTGHmts,"""They wonâ€™t believe you, because you are a man.â€‌

 Who's side do you think I'm taking?",2021-01-17 23:59:34+00:00,5726.0,46.0,5772.0
https://www.youtube.com/watch?v=74bDLtT6Khw,Normally exâ€™s they donâ€™t defend their partners. If your exâ€™s defends you that means you are person of dignity. # justiceforjohnydepp,2021-02-09 13:10:47+00:00,5728.0,9.0,5737.0
https://www.youtube.com/watch?v=gECq8x8b6bo,Even her friend was against her?? How tf did she win??,2021-02-19 21:13:03+00:00,5622.0,81.0,5703.0
https://www.youtube.com/watch?v=dBi3y4w3oAY,This has some serious Power Rangers energy to it.,2021-03-30 15:47:16+00:00,5502.0,81.0,5583.0
https://www.youtube.com/watch?v=J--nC12W-YI,I love Amber because she's the only person who doesn't make us do errands and actually attempts to help out searching for our siblings just by posting missing posters. I wished there was a Hangout Event for Amber.,2021-04-11 22:41:21+00:00,5526.0,34.0,5560.0
https://www.youtube.com/watch?v=Bu1uOt5Tyoc,I pray Johnny depp survives this and amber gets wat she deserves,2021-02-14 14:12:29+00:00,5394.0,123.0,5517.0
https://www.youtube.com/watch?v=GWUMe-u9zKE,"The â€œyouâ€™re fine, I didnâ€™t punch you I just slapped you, youâ€™re such a babyâ€‌ is classic abuser talk. Sheâ€™s trying to minimize it in order to normalize it.",2021-02-07 18:58:13+00:00,5476.0,36.0,5512.0
https://www.youtube.com/watch?v=GWUMe-u9zKE,"""I wasn't punching you, I was hitting you!""

*Yes, and this floor is made of floor*",2021-02-01 13:40:20+00:00,5480.0,31.0,5511.0
https://www.youtube.com/watch?v=Q_Ek1nWndTg,"Amber alerts be like â€œAMBER ALERT: AUSTIN, TEXAS WHITE FORD SUVâ€‌

me in france:",2021-01-19 00:25:40+00:00,5437.0,36.0,5473.0
https://www.youtube.com/watch?v=iT2Kiyt7-rk,For an actress she has terrible acting skills,2021-02-04 08:31:45+00:00,5423.0,38.0,5461.0
https://www.youtube.com/watch?v=0zLDEwGsfSs,"It's not ""he didn't get an oscar"", 
It's ""the oscar didn't get him"".",2021-01-10 06:43:58+00:00,5371.0,77.0,5448.0
https://www.youtube.com/watch?v=siGE-fVUHG4,I'm not watching another one without him,2021-02-21 20:33:36+00:00,5271.0,115.0,5386.0
https://www.youtube.com/watch?v=978iHuFKfS4,"Haters: Madison cannot sing she is only famous for her looks.


Madison: Hold my last name.ًںکڈ",2021-02-02 15:10:52+00:00,5314.0,57.0,5371.0
https://www.youtube.com/watch?v=d4v0E7kkaVQ,"""You're disguising, to America and us""
""Not everyone has horse cocks miss""
Ok I've never seen this guy before but I like him",2021-01-30 03:36:59+00:00,5320.0,13.0,5333.0
https://www.youtube.com/watch?v=978iHuFKfS4,I refuse to believe this song is a year old now,2021-03-18 22:34:44+00:00,5303.0,21.0,5324.0
https://www.youtube.com/watch?v=hQFFm_X2lps,"I can't believe the judge allowed her to eat during testimony, it seems absurd.",2021-02-14 19:57:19+00:00,5242.0,44.0,5286.0
https://www.youtube.com/watch?v=Y4Xh2KBI4I0,I like how the comments are either 4 years old or 4 days old lol,2021-01-08 22:56:25+00:00,5232.0,41.0,5273.0
https://www.youtube.com/watch?v=GWUMe-u9zKE,"She beat her ex partner. As a woman who has been physically abused and emotionally...I HATE violent people. That said, SHE IS CLEARLY THE ABUSER! Her own parents have sided with Johnny. I hope she is taken off films and Johnny is out back in them.",2021-01-28 23:47:44+00:00,5210.0,39.0,5249.0
https://www.youtube.com/watch?v=J--nC12W-YI,"I feel like the three free characters should get their constellations like the traveler, either by leveling up your adventurer rank or buying them from the gift shops.",2021-03-31 18:47:14+00:00,5149.0,54.0,5203.0
https://www.youtube.com/watch?v=pZR2_v4UpgI,So glad to hear that Disney is putting Johnny back in the Pirates of the Caribbean franchise. No one else could ever play Jack Sparrow Like Johnny Depp.,2021-02-18 16:24:28+00:00,5137.0,65.0,5202.0
https://www.youtube.com/watch?v=ZzcUoAwYWU8,"Ambers the best hero she
-Was with you from the very beginning
-Thought you to fly
-Never asked for primogems
-Is willing to do anything for you
-Never left your side
-Is the first hero to help you light up a campfire",2021-02-04 07:15:40+00:00,5131.0,59.0,5190.0
https://www.youtube.com/watch?v=WLgXd5H6Q2A,"â€œThey wonâ€™t believe you, because youâ€™re a manâ€‌.

SHE IS NOT THE VICTIM.",2021-02-06 14:10:53+00:00,5152.0,29.0,5181.0
https://www.youtube.com/watch?v=VjBYuyHvAkQ,Johnny after getting dragged : *Look How you made That person Sad :(*,2021-04-12 08:10:28+00:00,5128.0,9.0,5137.0
https://www.youtube.com/watch?v=GWUMe-u9zKE,Johnnyâ€™s not a â€œwife beaterâ€‌ amber is just a psycho,2021-02-02 02:23:09+00:00,5076.0,37.0,5113.0
https://www.youtube.com/watch?v=dBi3y4w3oAY,Legend has when the director yelled cut Amber heard was still beating guys up,2021-03-08 00:49:53+00:00,5058.0,42.0,5100.0
https://www.youtube.com/watch?v=hQFFm_X2lps,Like this if Amber pooed on the bed.,2021-02-06 21:42:53+00:00,5058.0,35.0,5093.0
https://www.youtube.com/watch?v=UvsHWTGHmts,When your own FATHER declares AGAINST you ًں¤­ًں¤­ What more does the Judge need? All the evidence points to Amber!,2021-01-18 01:57:39+00:00,4976.0,74.0,5050.0
https://www.youtube.com/watch?v=AVw96muxv0M,"Thanos: I am inevitable
Batman: I bought inevitable
Thanos: How?!",2021-01-12 09:18:10+00:00,4964.0,54.0,5018.0
https://www.youtube.com/watch?v=d4v0E7kkaVQ,Itâ€™s funny because his signs are as pointless as theirs,2021-01-25 05:41:03+00:00,4914.0,101.0,5015.0
https://www.youtube.com/watch?v=hQFFm_X2lps,"Did you hit Johnny Depp? Lawyer: ""ITs NoT ReLeVaNt To DoMeStIC AbUsE""",2021-02-15 13:07:42+00:00,4982.0,27.0,5009.0
https://www.youtube.com/watch?v=GWUMe-u9zKE,"She wanted 50k a month, that's 600,000 a year?!",2021-02-18 03:42:23+00:00,4973.0,36.0,5009.0
https://www.youtube.com/watch?v=y5p28nEjVYI,Seeing Megan tense her jaw multiple times when Harry talked about his family was just straight up disturbing,2021-04-17 00:53:38+00:00,4762.0,231.0,4993.0
https://www.youtube.com/watch?v=tybOcw3gQzc,"As a woman who truly suffered abuse... I dont like that this woman is our face...

SHE IS A MONSTER!!!",2021-01-20 15:08:15+00:00,4924.0,58.0,4982.0
https://www.youtube.com/watch?v=VjBYuyHvAkQ,It's hilarious when you have a psycho like Heard thinking she is someone.  Johnny has more class in his pinky than amber heard will ever have in her whole body.,2021-02-01 15:29:57+00:00,4954.0,25.0,4979.0
https://www.youtube.com/watch?v=b9V3Pj47x4c,Who's here after realising this scene was not in the snydercut,2021-03-18 12:17:27+00:00,4841.0,125.0,4966.0
https://www.youtube.com/watch?v=GWUMe-u9zKE,"Captain Jack Sparrow is literally the reason people watch Pirates of the Caribbean, If Disney don't fix this they can expect a massive flop",2021-03-12 08:41:43+00:00,4929.0,33.0,4962.0
