kind,etag,id,snippet.videoId,snippet.topLevelComment.kind,snippet.topLevelComment.etag,snippet.topLevelComment.id,snippet.topLevelComment.snippet.videoId,snippet.topLevelComment.snippet.textDisplay,snippet.topLevelComment.snippet.textOriginal,snippet.topLevelComment.snippet.authorDisplayName,snippet.topLevelComment.snippet.authorProfileImageUrl,snippet.topLevelComment.snippet.authorChannelUrl,snippet.topLevelComment.snippet.authorChannelId.value,snippet.topLevelComment.snippet.canRate,snippet.topLevelComment.snippet.viewerRating,snippet.topLevelComment.snippet.likeCount,snippet.topLevelComment.snippet.publishedAt,snippet.topLevelComment.snippet.updatedAt,snippet.canReply,snippet.totalReplyCount,snippet.isPublic,replies.comments,snippet.topLevelComment.snippet.moderationStatus
youtube#commentThread,NUZ3vPDeMRQQGFSOI4WrLPMeDTc,UgwFNmmMh3KlJKexJ1p4AaABAg,-h2nFG7fDg8,youtube#comment,OeTl1yFzBsawQDQnf2xjzHoOkqY,UgwFNmmMh3KlJKexJ1p4AaABAg,-h2nFG7fDg8,"I think Sith should have her own movie, the actress that plays her is great","I think Sith should have her own movie, the actress that plays her is great",Art7,https://yt3.ggpht.com/ytc/AKedOLSujaR70aA9noy6ytu9S07f0ui_C5UZLmyGgZzpaQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCMxLvCquNL_mfPFcb4V3wpg,UCMxLvCquNL_mfPFcb4V3wpg,True,none,0,2017-11-17 23:38:21+00:00,2017-11-17T23:38:21Z,True,0,True,,
youtube#commentThread,VA3DkMYoqNeR-gyq4n7wtpcv1l0,Ugw0-63cdsnP_NrDUfx4AaABAg,-h2nFG7fDg8,youtube#comment,y_TeGfVY9eaSV4TJymBMmfHSFaY,Ugw0-63cdsnP_NrDUfx4AaABAg,-h2nFG7fDg8,I agree with Harley I&#39;m so happy harley got #1 I made her outfit for my doll on my youtube channel  :) :) :) :),I agree with Harley I'm so happy harley got #1 I made her outfit for my doll on my youtube channel  :) :) :) :),Samantha Zazz,https://yt3.ggpht.com/z7P_sgjEpkp_og8PGloX4BhLxXFogLKmTSBBtajVStmmLTpgkCL5Uia-oUXxWCe-KiUSHZ-5sA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCCz2ycQ_Yl_730QEtwQkCdw,UCCz2ycQ_Yl_730QEtwQkCdw,True,none,0,2017-11-12 14:55:59+00:00,2017-11-12T14:55:59Z,True,0,True,,
youtube#commentThread,8YAa34Fc-DOZ41vmrGHDG8mMVpM,Ugx-y3ryTUKsk8uHV5R4AaABAg,-h2nFG7fDg8,youtube#comment,2eESKcSDGhCZHmXTcikcDJBfkQI,Ugx-y3ryTUKsk8uHV5R4AaABAg,-h2nFG7fDg8,The dolls that compete with Barbie are Bratz.,The dolls that compete with Barbie are Bratz.,George Williams,https://yt3.ggpht.com/ytc/AKedOLRNU7RnPwlr1CDhnbnPW0z8rOaJsayHkbDsEw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCt4kcsOiJWsVNzgLKJhZNkA,UCt4kcsOiJWsVNzgLKJhZNkA,True,none,0,2017-11-10 00:12:13+00:00,2017-11-10T00:12:13Z,True,0,True,,
youtube#commentThread,7VALQyC698h3p-qQqNpGY1IBqfQ,UgwS8SWdp9-XyCQ0aKp4AaABAg,-h2nFG7fDg8,youtube#comment,FRDdsJdjiL2-bt5JGGBiqUz7ajA,UgwS8SWdp9-XyCQ0aKp4AaABAg,-h2nFG7fDg8,The Wasp costume has been changed to more closely resembles Ant-man&#39;s.,The Wasp costume has been changed to more closely resembles Ant-man's.,George Williams,https://yt3.ggpht.com/ytc/AKedOLRNU7RnPwlr1CDhnbnPW0z8rOaJsayHkbDsEw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCt4kcsOiJWsVNzgLKJhZNkA,UCt4kcsOiJWsVNzgLKJhZNkA,True,none,1,2017-11-10 00:06:14+00:00,2017-11-10T00:06:14Z,True,0,True,,
youtube#commentThread,hsy95H3mUsJ-SFUHX8LS03_eezU,UgwVxEONaFkiYpWbMT14AaABAg,-h2nFG7fDg8,youtube#comment,xfTazPn2ju_DGpQyoLnUZCC5RuA,UgwVxEONaFkiYpWbMT14AaABAg,-h2nFG7fDg8,"I agree with you on the Mera costume. However, I feel that you ranked Harley Quinn&#39;s costume way too high! It wasn&#39;t even close to the comic&#39;s though the comic one did appear in a flashback. To me  Harley&#39;s costume is designed to grab male eyeballs. I think that the Scarlet Witch costume while not comically accurate was practical. At the end of Avengers 2 her costume got better.","I agree with you on the Mera costume. However, I feel that you ranked Harley Quinn's costume way too high! It wasn't even close to the comic's though the comic one did appear in a flashback. To me  Harley's costume is designed to grab male eyeballs. I think that the Scarlet Witch costume while not comically accurate was practical. At the end of Avengers 2 her costume got better.",George Williams,https://yt3.ggpht.com/ytc/AKedOLRNU7RnPwlr1CDhnbnPW0z8rOaJsayHkbDsEw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCt4kcsOiJWsVNzgLKJhZNkA,UCt4kcsOiJWsVNzgLKJhZNkA,True,none,0,2017-11-10 00:04:46+00:00,2017-11-10T00:04:46Z,True,0,True,,
youtube#commentThread,PdlEKUvT8mgXkkQVSKBQ0Z5BEuo,UgzSy0Bdyjf9dvt9_Kt4AaABAg,-h2nFG7fDg8,youtube#comment,X_6-UOrcB-cqGuBOXhcPXLbhKfQ,UgzSy0Bdyjf9dvt9_Kt4AaABAg,-h2nFG7fDg8,I really like meras costume,I really like meras costume,Cookiee_xo_,https://yt3.ggpht.com/iPvkqaOcoibqe2KU07vMUWSbrMtYvROqfPO1rD9qGh9GgmpmStZpu63HHtQahhMv_aHgJlkH=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC0BMaszoSWk6GNIxKv_oflA,UC0BMaszoSWk6GNIxKv_oflA,True,none,0,2017-10-16 21:46:44+00:00,2017-10-16T21:46:44Z,True,0,True,,
youtube#commentThread,9olZTrAT7lmIcdHYu4hwicE5cjQ,Ugxz-8kJugYkyWdmFiB4AaABAg,-h2nFG7fDg8,youtube#comment,DZJmUp71qHzMcmfWpxw0NyxUqlQ,Ugxz-8kJugYkyWdmFiB4AaABAg,-h2nFG7fDg8,I luv Scarlet Witch,I luv Scarlet Witch,jenni,https://yt3.ggpht.com/ytc/AKedOLQs4dWa7LynlAjt5Q0iJtWA1TQ3PJd6GyLtxMQZ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCch8rKN0pUuZO0v4evevS2w,UCch8rKN0pUuZO0v4evevS2w,True,none,1,2017-10-09 22:36:33+00:00,2017-10-09T22:36:33Z,True,0,True,,
youtube#commentThread,jNqVpNiMQEQpEfHZ_-wubilbF5g,UgzIOj-kfnX3ip8h_CR4AaABAg,-h2nFG7fDg8,youtube#comment,8BcpFGO9c022-VTeUKSotQJUU8Q,UgzIOj-kfnX3ip8h_CR4AaABAg,-h2nFG7fDg8,Awww. I think WW makes more sense being #1 than Harlequin. I think you just didn&#39;t want to hear any more complaints about how WW is so great. BUT Wonder Woman IS great!,Awww. I think WW makes more sense being #1 than Harlequin. I think you just didn't want to hear any more complaints about how WW is so great. BUT Wonder Woman IS great!,gix2lee,https://yt3.ggpht.com/ytc/AKedOLQFFc4RxOHI960ocvdeuUyiyKAnPR1iUPcf1rzU=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCBSmOydFQs7-DBINpcEim6A,UCBSmOydFQs7-DBINpcEim6A,True,none,0,2017-10-01 05:01:35+00:00,2017-10-01T05:01:35Z,True,0,True,,
youtube#commentThread,ax4hKGs8bIEdGN4xHS92ZOaWN4s,UgwWJ--KYS4FGfGjbjZ4AaABAg,-h2nFG7fDg8,youtube#comment,HhtDnmfV4IDpdtKQWGcPL57_SGQ,UgwWJ--KYS4FGfGjbjZ4AaABAg,-h2nFG7fDg8,"Love you, but I disagree with almost everything. But it is always awesome to watch your videos. You are amazing!","Love you, but I disagree with almost everything. But it is always awesome to watch your videos. You are amazing!",Fredson Castro,https://yt3.ggpht.com/ytc/AKedOLRo3Z6ePu6AfDFB4lhwIA1MDshrWKHlRb4-2-FTGQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCrNzHawA03Hg_qpNys2F4NA,UCrNzHawA03Hg_qpNys2F4NA,True,none,0,2017-09-02 05:18:39+00:00,2017-09-02T05:18:39Z,True,0,True,,
youtube#commentThread,oVeXHeg6zIn2pfdzDZYAC2pL-G8,UggOvfRCxN8k-ngCoAEC,-h2nFG7fDg8,youtube#comment,IaMXJVWgFJSPmNqvW-CiUUOyP-8,UggOvfRCxN8k-ngCoAEC,-h2nFG7fDg8,"Wtf.....KATANAS costume is bae, what is wrong with u !?!?!?","Wtf.....KATANAS costume is bae, what is wrong with u !?!?!?",Melody,https://yt3.ggpht.com/ytc/AKedOLR4ptfD6FkJRXvEbq72E2ijHRv24I9M-UIaL3AenA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCF3YOG0NrGntZic7qPm-w2g,UCF3YOG0NrGntZic7qPm-w2g,True,none,0,2017-08-01 18:40:59+00:00,2017-08-01T18:40:59Z,True,0,True,,
youtube#commentThread,D-qJbvoJzhWbhW_I_I4LGTV0RDA,UgiXcgty18FpGHgCoAEC,-h2nFG7fDg8,youtube#comment,gH4luKQqY11YeYY3H0EPWFxDtng,UgiXcgty18FpGHgCoAEC,-h2nFG7fDg8,"I am the ARTISTIC male perspective and I do agree with the Mera and Power Rangers perspective. WB wants to make the characters way more detailed with their wardrobe but sometimes fans want it TONED DOWN. For example if Catwoman made a 2017 debut she would be preferred with a basic leather or latex jumpsuit and most likely we&#39;d end up with a movie version of her with a carbon fiber jumpsuit with cat emblems all over. The issue is WB thinks the characters need more details and some fans want the characters to look a little bit basic. As a male I really don&#39;t mind for SOME characters to be more revealing but we should put some logic in it, what if Wonder Woman debuted in a star covered blue leotard and Harley Quinn wearing a corset with blue &amp; red booty shorts. Sometimes sexy doesn&#39;t mean revealing look at Tim Burton&#39;s gorgeous Catwoman (Michelle Pfeifer) and compare it to Halle Berry&#39;s Catwoman. I love Halle Berry but that suit was a disaster.","I am the ARTISTIC male perspective and I do agree with the Mera and Power Rangers perspective. WB wants to make the characters way more detailed with their wardrobe but sometimes fans want it TONED DOWN. For example if Catwoman made a 2017 debut she would be preferred with a basic leather or latex jumpsuit and most likely we'd end up with a movie version of her with a carbon fiber jumpsuit with cat emblems all over. The issue is WB thinks the characters need more details and some fans want the characters to look a little bit basic. As a male I really don't mind for SOME characters to be more revealing but we should put some logic in it, what if Wonder Woman debuted in a star covered blue leotard and Harley Quinn wearing a corset with blue & red booty shorts. Sometimes sexy doesn't mean revealing look at Tim Burton's gorgeous Catwoman (Michelle Pfeifer) and compare it to Halle Berry's Catwoman. I love Halle Berry but that suit was a disaster.",Cookie Monster,https://yt3.ggpht.com/ytc/AKedOLS0enEYa_9PTrikPPtfnX6oaCyzf_RdVlSXo-2Y=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UClJa3zqvl-3lEQQ3PnXJW6A,UClJa3zqvl-3lEQQ3PnXJW6A,True,none,0,2017-07-26 06:43:40+00:00,2017-07-26T06:44:27Z,True,0,True,,
youtube#commentThread,MUxQZHKOFEFagPaGaBWWmGv3PT8,Ugi7H5mY6Ro41XgCoAEC,-h2nFG7fDg8,youtube#comment,MkQhQSI8GukQCETuVzW-_-YsBKE,Ugi7H5mY6Ro41XgCoAEC,-h2nFG7fDg8,Please please update this list,Please please update this list,Thang Hau,https://yt3.ggpht.com/ytc/AKedOLSVtL-zWwcQTtp2hHwjBl65XcPxjnTL50zdrzPcew=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCN-jDoz9mCUHe-QTG4im4zA,UCN-jDoz9mCUHe-QTG4im4zA,True,none,1,2017-07-24 21:37:02+00:00,2017-07-24T21:37:02Z,True,0,True,,
youtube#commentThread,GIN69zTYUDMkFhCwkkN0wApUaRw,UgiEyjJ7V0xspXgCoAEC,-h2nFG7fDg8,youtube#comment,ncBB1X17R4-CV2iDi-sYm40czSE,UgiEyjJ7V0xspXgCoAEC,-h2nFG7fDg8,"Plus,","Plus,",Jenni,https://yt3.ggpht.com/ytc/AKedOLT69f6K3wQ-YH3GJ8nyBYE9GwbrPFwvr8zsnhkCKg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCCeANxJfvgtWxrvIhraf6HQ,UCCeANxJfvgtWxrvIhraf6HQ,True,none,1,2017-07-24 21:34:08+00:00,2017-07-24T21:34:08Z,True,0,True,,
youtube#commentThread,ep6D5gwofwkQvoAdN3sUGduPG6U,Uggc-ZSiBL8YN3gCoAEC,-h2nFG7fDg8,youtube#comment,Z-wpl7tWhlcus7Qal6EN3PmDYN8,Uggc-ZSiBL8YN3gCoAEC,-h2nFG7fDg8,"personally, I think Amber Heard looks cool in the Mera costume. however, I don&#39;t agree that Harley Quinn&#39;s costume is practical because of lack of any form of protection during action, and it&#39;s impractical in combat especially her boots despite the fact that Margot Robbie looks sexy in it","personally, I think Amber Heard looks cool in the Mera costume. however, I don't agree that Harley Quinn's costume is practical because of lack of any form of protection during action, and it's impractical in combat especially her boots despite the fact that Margot Robbie looks sexy in it",Paul Muchilwa,https://yt3.ggpht.com/ytc/AKedOLTcUy6LJs3LMe1LbuWyBIJtPUPTQGZsaf3H6w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC7HHh3rnH1kcTJaXLf8jLug,UC7HHh3rnH1kcTJaXLf8jLug,True,none,2,2017-07-24 20:29:40+00:00,2017-07-24T20:29:40Z,True,0,True,,
youtube#commentThread,_Mq74IpzfoWDLfwkCqL3frtFudc,UggIpag7pOe5vXgCoAEC,-h2nFG7fDg8,youtube#comment,V2lrban9AcMtjb4sItqnY8HctWg,UggIpag7pOe5vXgCoAEC,-h2nFG7fDg8,"Scarlet Witch isn&#39;t Scarlet Witch in the MCU, she&#39;s still just Wanda Maximoff so I&#39;m not so sure the comic comparison is applicable there.<br><br>And then criticizing its &quot;hot topic&quot;-ness while putting Harley Quinn as no. 1? Come on, now. That&#39;s just ridiculous. ","Scarlet Witch isn't Scarlet Witch in the MCU, she's still just Wanda Maximoff so I'm not so sure the comic comparison is applicable there.

And then criticizing its ""hot topic""-ness while putting Harley Quinn as no. 1? Come on, now. That's just ridiculous. ",OkayNotLuna 111016,https://yt3.ggpht.com/ytc/AKedOLQ1a2JSqdUR647Etg6Ert1jW1KYiGoWj1RvnEut=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCDjOaWiAt4_u3BL_LFxWQig,UCDjOaWiAt4_u3BL_LFxWQig,True,none,30,2017-07-20 19:49:45+00:00,2017-07-20T19:59:12Z,True,1,True,"[{'kind': 'youtube#comment', 'etag': 'fDUVafB_zPYP1gkwAZm1QYikhQ0', 'id': 'UggIpag7pOe5vXgCoAEC.8VFTfQN4U0e8bQQ3UBBbxV', 'snippet': {'videoId': '-h2nFG7fDg8', 'textDisplay': 'I agree.', 'textOriginal': 'I agree.', 'parentId': 'UggIpag7pOe5vXgCoAEC', 'authorDisplayName': 'Savannah Hope', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AKedOLRlf2PyL5mRdjrj99CfQkOo_iSxj3UCV48JURDWRg=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCnVvcjo5ixMDBN5r0PYDZyw', 'authorChannelId': {'value': 'UCnVvcjo5ixMDBN5r0PYDZyw'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2018-01-15T01:29:37Z', 'updatedAt': '2018-01-15T01:29:37Z'}}]",
youtube#commentThread,ngSONDr8pa49i4T06YcwP-THprI,UgjMGOUUuFKFR3gCoAEC,-h2nFG7fDg8,youtube#comment,XHbvXlTCb_p0a7AvEDw97wMuit0,UgjMGOUUuFKFR3gCoAEC,-h2nFG7fDg8,"<a href=""http://www.youtube.com/watch?v=-h2nFG7fDg8&amp;t=2m04s"">2:04</a> grace says bee movie😂",2:04 grace says bee movie😂,Ariana Defrancesca,https://yt3.ggpht.com/ytc/AKedOLQHLkao0FOQu4ZK_Djn66Tlv4D6I3YuVX7iGGZb=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCCviJNk3a0Z6FulQAJ6pyxg,UCCviJNk3a0Z6FulQAJ6pyxg,True,none,1,2017-07-19 15:25:07+00:00,2017-07-19T15:25:07Z,True,0,True,,
